# m0 | m12  | ng          | ns          | nn          | ll          | sb       | ss       | tb          | bb          | gg       | sg
1600 | 340 | 1.02597 | 1.31741 | 1.21668 | 1.39945 | 2.59773 | 1.23301 | 2.40284 | 3.32062 | 3.08005 | 2.63975
1600 | 360 | 1.02437 | 1.32545 | 1.21034 | 1.40108 | 2.63245 | 1.23077 | 2.45134 | 3.39525 | 3.23394 | 2.68908
1600 | 380 | 1.02382 | 1.33489 | 1.20436 | 1.40369 | 2.67188 | 1.225 | 2.43593 | 3.4723 | 3.4023 | 2.7606
1600 | 400 | 1.02098 | 1.34571 | 1.19645 | 1.4064 | 2.7037 | 1.22095 | 2.53262 | 3.57484 | 3.6051 | 2.81931
1600 | 420 | 1.021 | 1.35435 | 1.19203 | 1.40931 | 2.75 | 1.21358 | 2.61191 | 3.65395 | 3.80355 | 2.88136
1600 | 440 | 1.01904 | 1.36781 | 1.18296 | 1.411 | 2.79866 | 1.21002 | 2.68775 | 3.71415 | 4.00341 | 2.9683
1600 | 460 | 1.01972 | 1.37795 | 1.17622 | 1.41269 | 2.86066 | 1.20542 | 2.75189 | 3.82668 | 4.23823 | 3.03543
1600 | 480 | 1.022 | 1.39201 | 1.16848 | 1.41519 | 2.90873 | 1.19947 | 2.82617 | 3.92725 | 4.46429 | 3.09626
1600 | 500 | 1.0222 | 1.40238 | 1.16597 | 1.41827 | 2.96159 | 1.19243 | 2.90278 | 4.01376 | 4.76978 | 3.17518
1600 | 520 | 1.02423 | 1.41106 | 1.15604 | 1.42354 | 3.02469 | 1.18868 | 2.97121 | 4.1322 | 5.06928 | 3.22772
1600 | 540 | 1.02575 | 1.42543 | 1.15523 | 1.42539 | 3.09478 | 1.181 | 3.0303 | 4.26089 | 5.39741 | 3.31072
1600 | 560 | 1.02912 | 1.44244 | 1.14892 | 1.42655 | 3.17073 | 1.17486 | 3.11108 | 4.39644 | 5.75221 | 3.3829
1600 | 580 | 1.03081 | 1.45261 | 1.14404 | 1.43145 | 3.25077 | 1.17333 | 3.17704 | 4.53199 | 6.10329 | 3.46939
1600 | 600 | 1.03577 | 1.46693 | 1.13876 | 1.4358 | 3.32143 | 1.1626 | 3.25551 | 4.68384 | 6.55639 | 3.55634
1600 | 620 | 1.04042 | 1.48287 | 1.13452 | 1.43786 | 3.39796 | 1.16349 | 3.33673 | 4.85218 | 6.96067 | 3.64563
1600 | 640 | 1.04791 | 1.49758 | 1.12841 | 1.43962 | 3.46711 | 1.16149 | 3.40929 | 5.03706 | 7.43396 | 3.76351
1600 | 660 | 1.05277 | 1.51343 | 1.12523 | 1.44718 | 3.57759 | 1.15944 | 3.48167 | 5.21198 | 7.91667 | 3.84112
1600 | 680 | 1.05865 | 1.52999 | 1.11691 | 1.44997 | 3.64045 | 1.15504 | 3.57584 | 5.43655 | 8.4507 | 3.96078
1600 | 700 | 1.06537 | 1.54735 | 1.11607 | 1.45506 | 3.72781 | 1.15122 | 3.66353 | 5.64049 | 9.10448 | 4.08425
1600 | 720 | 1.07398 | 1.56255 | 1.11145 | 1.45925 | 3.81605 | 1.1517 | 3.76919 | 5.88148 | 9.71731 | 4.20103
1600 | 740 | 1.0836 | 1.578 | 1.10495 | 1.46347 | 3.8961 | 1.14567 | 3.87095 | 6.13868 | 10.412 | 4.32727
1600 | 760 | 1.09327 | 1.59837 | 1.09937 | 1.46946 | 3.95833 | 1.14646 | 3.94826 | 6.40334 | 11.1905 | 4.45876
1600 | 780 | 1.10269 | 1.61691 | 1.09677 | 1.47311 | 4.03738 | 1.14379 | 4.06387 | 6.70344 | 12.0476 | 4.60294
1600 | 800 | 1.117 | 1.63121 | 1.09335 | 1.47749 | 4.09434 | 1.14407 | 4.15216 | 7.00798 | 12.9771 | 4.75237
1600 | 820 | 1.126 | 1.65129 | 1.08932 | 1.48223 | 4.15385 | 1.14191 | 4.26378 | 7.36742 | 13.9877 | 4.92401
1600 | 840 | 1.14283 | 1.669 | 1.08622 | 1.48722 | 4.20746 | 1.14431 | 4.39552 | 7.65349 | 15.119 | 5.08811
1600 | 860 | 1.15279 | 1.6927 | 1.0814 | 1.4933 | 4.24242 | 1.14479 | 4.51838 | 8.09528 | 16.3548 | 5.27331
1600 | 880 | 1.17215 | 1.71271 | 1.07833 | 1.49823 | 4.25439 | 1.14396 | 4.65612 | 8.49234 | 17.7778 | 5.4717
1600 | 900 | 1.18597 | 1.7343 | 1.07472 | 1.50394 | 4.27273 | 1.14879 | 4.80857 | 8.92096 | 19.2174 | 5.66434
1600 | 920 | 1.20315 | 1.75678 | 1.07027 | 1.50778 | 4.2437 | 1.14953 | 4.97054 | 9.37936 | 20.8934 | 5.8567
1600 | 940 | 1.21784 | 1.78009 | 1.06984 | 1.5157 | 4.20468 | 1.15287 | 5.13813 | 9.89841 | 22.6923 | 6.08424
1600 | 960 | 1.2373 | 1.80254 | 1.06493 | 1.52023 | 4.15574 | 1.15789 | 5.26698 | 10.4209 | 24.5968 | 6.32075
1600 | 980 | 1.25366 | 1.8272 | 1.06194 | 1.52536 | 4.07834 | 1.16262 | 5.47324 | 11.0132 | 26.7808 | 6.54676
160 | 100 | 1.11839 | 0.978573 | 1.35535 | 1.22865 | 1.44531 | 1.25614 | 1.55518 | 1.60967 | 1.76471 | 1.27972
160 | 120 | 1.07709 | 0.984272 | 1.32428 | 1.22172 | 1.4697 | 1.25749 | 1.57983 | 1.64942 | 1.80769 | 1.28356
160 | 140 | 1.03627 | 0.991914 | 1.3022 | 1.21495 | 1.50142 | 1.2549 | 1.60393 | 1.67791 | 1.84636 | 1.28963
160 | 160 | 1.02043 | 0.99884 | 1.28426 | 1.21067 | 1.49364 | 1.24025 | 1.62298 | 1.70468 | 1.93293 | 1.30994
160 | 180 | 1.00749 | 1.00693 | 1.26667 | 1.20383 | 1.48673 | 1.2241 | 1.65008 | 1.72747 | 2.01948 | 1.3262
160 | 200 | 0.999526 | 1.01446 | 1.25568 | 1.19708 | 1.47761 | 1.21455 | 1.67398 | 1.74762 | 2.11009 | 1.34783
160 | 220 | 0.992952 | 1.02153 | 1.24412 | 1.19197 | 1.47601 | 1.2043 | 1.69742 | 1.77504 | 2.20356 | 1.37338
160 | 240 | 0.987551 | 1.02685 | 1.23287 | 1.18783 | 1.46429 | 1.19531 | 1.71613 | 1.79834 | 2.30144 | 1.39674
160 | 260 | 0.982705 | 1.03369 | 1.22393 | 1.18108 | 1.46226 | 1.19101 | 1.73925 | 1.82356 | 2.41228 | 1.42857
160 | 280 | 0.980242 | 1.04274 | 1.21498 | 1.17646 | 1.46078 | 1.18153 | 1.7692 | 1.8542 | 2.52351 | 1.46341
160 | 300 | 0.976525 | 1.04806 | 1.20171 | 1.17263 | 1.46212 | 1.17411 | 1.79106 | 1.88642 | 2.6456 | 1.48864
160 | 320 | 0.974667 | 1.05696 | 1.19551 | 1.16797 | 1.45977 | 1.17081 | 1.81808 | 1.92096 | 2.77725 | 1.52669
160 | 340 | 0.972088 | 1.06224 | 1.18718 | 1.1626 | 1.4662 | 1.16738 | 1.84309 | 1.95726 | 2.896 | 1.56044
160 | 360 | 0.970407 | 1.07149 | 1.17966 | 1.15976 | 1.4715 | 1.16471 | 1.8718 | 1.99389 | 3.04698 | 1.59664
160 | 380 | 0.969678 | 1.0794 | 1.17327 | 1.15651 | 1.48077 | 1.16 | 1.89885 | 2.02774 | 3.2 | 1.64331
160 | 400 | 0.971393 | 1.08921 | 1.16465 | 1.15076 | 1.48588 | 1.15926 | 1.92849 | 2.07547 | 3.35636 | 1.68008
160 | 420 | 0.967241 | 1.09867 | 1.15833 | 1.14716 | 1.50833 | 1.15205 | 1.95852 | 2.11556 | 3.53254 | 1.72493
160 | 440 | 0.97031 | 1.10873 | 1.15169 | 1.14573 | 1.51332 | 1.14961 | 1.98812 | 2.16703 | 3.70476 | 1.77447
160 | 460 | 0.970363 | 1.11758 | 1.14611 | 1.14278 | 1.52724 | 1.14776 | 2.03783 | 2.20968 | 3.90244 | 1.8239
160 | 480 | 0.971328 | 1.12687 | 1.1398 | 1.13984 | 1.54707 | 1.14437 | 2.06091 | 2.26799 | 4.10194 | 1.87963
160 | 500 | 0.974035 | 1.13778 | 1.13565 | 1.13712 | 1.56618 | 1.14085 | 2.10088 | 2.32205 | 4.34615 | 1.93243
160 | 520 | 0.976216 | 1.149 | 1.12797 | 1.13337 | 1.5873 | 1.1375 | 2.13978 | 2.38855 | 4.56364 | 1.99211
160 | 540 | 0.978152 | 1.15999 | 1.12393 | 1.13036 | 1.60606 | 1.14167 | 2.18076 | 2.44557 | 4.81905 | 2.04585
160 | 560 | 0.981958 | 1.17125 | 1.11794 | 1.12811 | 1.64488 | 1.13812 | 2.22885 | 2.51992 | 5.08197 | 2.1125
160 | 580 | 0.985812 | 1.18505 | 1.11269 | 1.12608 | 1.66927 | 1.13783 | 2.2751 | 2.59517 | 5.37383 | 2.1747
160 | 600 | 0.988331 | 1.19627 | 1.10755 | 1.12458 | 1.70312 | 1.13619 | 2.32716 | 2.66551 | 5.65693 | 2.25439
160 | 620 | 0.992524 | 1.21028 | 1.10536 | 1.12211 | 1.74121 | 1.13402 | 2.38095 | 2.75155 | 6 | 2.32911
160 | 640 | 0.996494 | 1.22112 | 1.09883 | 1.1216 | 1.78082 | 1.13311 | 2.42989 | 2.83556 | 6.375 | 2.39927
160 | 660 | 1.00246 | 1.233 | 1.09422 | 1.11791 | 1.82353 | 1.13122 | 2.49084 | 2.93384 | 6.75035 | 2.48413
160 | 680 | 1.00602 | 1.24556 | 1.09165 | 1.11672 | 1.86916 | 1.13855 | 2.55139 | 3.02359 | 7.13666 | 2.57471
160 | 700 | 1.01059 | 1.26255 | 1.08466 | 1.11558 | 1.92771 | 1.136 | 2.618 | 3.1399 | 7.54209 | 2.65746
160 | 720 | 1.0118 | 1.27816 | 1.08338 | 1.11273 | 1.97318 | 1.13347 | 2.6748 | 3.25185 | 7.95812 | 2.73016
160 | 740 | 0.975112 | 1.29247 | 1.07814 | 1.11263 | 2.04396 | 1.13239 | 2.76671 | 3.37924 | 8.45528 | 2.82932
160 | 760 | 1.05745 | 1.30803 | 1.07542 | 1.11149 | 2.1063 | 1.12897 | 2.82566 | 3.50453 | 9.07243 | 2.92079
160 | 780 | 1.06607 | 1.32348 | 1.07197 | 1.11153 | 2.16292 | 1.12129 | 2.9 | 3.63147 | 9.72167 | 3.02381
1620 | 1000 | 1.27437 | 1.8554 | 1.06069 | 1.55951 | 3.93597 | 1.17126 | 5.74376 | 11.6592 | 29.0437 | 6.92771
1620 | 100 | 1.12459 | 1.25182 | 1.34576 | 1.40917 | 2.56563 | 1.30939 | 2.18029 | 2.83738 | 1.84395 | 2.13663
1620 | 120 | 1.10344 | 1.25566 | 1.32221 | 1.41043 | 2.543 | 1.3 | 2.18302 | 2.8652 | 1.91228 | 2.17842
1620 | 140 | 1.08761 | 1.25934 | 1.30814 | 1.41114 | 2.52551 | 1.29379 | 2.18761 | 2.88893 | 2.00218 | 2.21053
1620 | 160 | 1.07337 | 1.26319 | 1.29828 | 1.41458 | 2.52011 | 1.28324 | 2.18354 | 2.92337 | 2.07921 | 2.24898
1620 | 180 | 1.06276 | 1.26785 | 1.28239 | 1.41202 | 2.51778 | 1.27545 | 2.19438 | 2.95005 | 2.16702 | 2.28814
1620 | 200 | 1.05549 | 1.27344 | 1.27293 | 1.41417 | 2.51908 | 1.27673 | 2.22205 | 2.99841 | 2.25322 | 2.31783
1620 | 220 | 1.04937 | 1.27882 | 1.2644 | 1.41635 | 2.52073 | 1.2649 | 2.23373 | 3.0349 | 2.34728 | 2.3617
1620 | 240 | 1.04327 | 1.28474 | 1.25707 | 1.4167 | 2.53188 | 1.26241 | 2.26396 | 3.08954 | 2.44094 | 2.40929
1620 | 260 | 1.03845 | 1.29167 | 1.24487 | 1.41819 | 2.54545 | 1.25191 | 2.28926 | 3.13575 | 2.54703 | 2.45545
1620 | 280 | 1.0359 | 1.29839 | 1.23904 | 1.41947 | 2.56236 | 1.25 | 2.30529 | 3.18669 | 2.67532 | 2.49731
1620 | 300 | 1.02885 | 1.30639 | 1.23445 | 1.42221 | 2.5964 | 1.24771 | 2.3439 | 3.25046 | 2.79358 | 2.54745
1620 | 320 | 1.0293 | 1.31379 | 1.22676 | 1.42479 | 2.61765 | 1.23984 | 2.37861 | 3.30691 | 2.92857 | 2.59901
1620 | 340 | 1.02547 | 1.32387 | 1.21571 | 1.42511 | 2.64966 | 1.23864 | 2.42138 | 3.37801 | 3.06233 | 2.65101
1620 | 360 | 1.02432 | 1.33182 | 1.21077 | 1.42848 | 2.68254 | 1.22791 | 2.46867 | 3.44374 | 3.22654 | 2.72477
1620 | 380 | 1.0235 | 1.34173 | 1.20397 | 1.4296 | 2.7243 | 1.22271 | 2.41963 | 3.5351 | 3.3908 | 2.77916
1620 | 400 | 1.02078 | 1.35041 | 1.19866 | 1.4328 | 2.75138 | 1.21833 | 2.53684 | 3.62794 | 3.56962 | 2.84512
1620 | 420 | 1.02107 | 1.36408 | 1.19323 | 1.43254 | 2.80132 | 1.21154 | 2.61261 | 3.70085 | 3.77477 | 2.91284
1620 | 440 | 1.021 | 1.3705 | 1.18405 | 1.43684 | 2.856 | 1.20805 | 2.68736 | 3.77553 | 3.98637 | 2.97819
1620 | 460 | 1.01892 | 1.3829 | 1.17882 | 1.43831 | 2.90291 | 1.20419 | 2.76364 | 3.86842 | 4.22652 | 3.05957
1620 | 480 | 1.02078 | 1.39539 | 1.17364 | 1.4408 | 2.96782 | 1.19692 | 2.84462 | 3.97359 | 4.46429 | 3.12717
1620 | 500 | 1.02176 | 1.41009 | 1.1657 | 1.44497 | 3.02941 | 1.19343 | 2.91283 | 4.08618 | 4.7554 | 3.19685
1620 | 520 | 1.02308 | 1.42175 | 1.16038 | 1.44802 | 3.08958 | 1.18696 | 2.99267 | 4.20358 | 5.04037 | 3.26552
1620 | 540 | 1.02562 | 1.43198 | 1.15533 | 1.45104 | 3.15789 | 1.18325 | 3.05105 | 4.32645 | 5.369 | 3.33333
1620 | 560 | 1.02805 | 1.44656 | 1.15084 | 1.45466 | 3.22767 | 1.18354 | 3.1293 | 4.45991 | 5.70588 | 3.42685
1620 | 580 | 1.03113 | 1.46012 | 1.14471 | 1.45847 | 3.30037 | 1.17692 | 3.19396 | 4.59244 | 6.10329 | 3.48901
1620 | 600 | 1.03581 | 1.47582 | 1.1384 | 1.46243 | 3.37383 | 1.17925 | 3.27403 | 4.76406 | 6.47761 | 3.58712
1620 | 620 | 1.04275 | 1.48996 | 1.13408 | 1.46483 | 3.44311 | 1.16763 | 3.35397 | 4.91228 | 6.93683 | 3.68586
1620 | 640 | 1.04494 | 1.50486 | 1.12921 | 1.46794 | 3.52713 | 1.16309 | 3.4417 | 5.13037 | 7.39623 | 3.77536
1620 | 660 | 1.05016 | 1.51936 | 1.1251 | 1.47203 | 3.60887 | 1.15836 | 3.51478 | 5.2796 | 7.8869 | 3.88496
1620 | 680 | 1.05907 | 1.53631 | 1.11914 | 1.47754 | 3.68906 | 1.15848 | 3.60244 | 5.49678 | 8.40376 | 4
1620 | 700 | 1.06564 | 1.55416 | 1.1163 | 1.48171 | 3.77816 | 1.15449 | 3.69978 | 5.71093 | 9.02985 | 4.12229
1620 | 720 | 1.07487 | 1.57062 | 1.10828 | 1.48455 | 3.84439 | 1.14947 | 3.79223 | 5.95985 | 9.66942 | 4.25
1620 | 740 | 1.08333 | 1.58846 | 1.10933 | 1.49038 | 3.92097 | 1.15 | 3.87108 | 6.22436 | 10.394 | 4.35294
1620 | 760 | 1.09331 | 1.60633 | 1.10028 | 1.49489 | 4.0122 | 1.14535 | 3.98046 | 6.51333 | 11.1343 | 4.5
1620 | 780 | 1.106 | 1.62053 | 1.09692 | 1.49942 | 4.08197 | 1.15038 | 4.08009 | 6.81555 | 12 | 4.65079
1620 | 800 | 1.11668 | 1.64391 | 1.0937 | 1.50499 | 4.13235 | 1.14706 | 4.19993 | 7.10537 | 12.9008 | 4.79545
1620 | 820 | 1.12754 | 1.66066 | 1.08964 | 1.51012 | 4.2 | 1.14541 | 4.30549 | 7.4666 | 13.9163 | 4.96721
1620 | 840 | 1.14442 | 1.67641 | 1.08692 | 1.5149 | 4.21409 | 1.1479 | 4.42968 | 7.79132 | 15.1098 | 5.13064
1620 | 860 | 1.15515 | 1.70013 | 1.08101 | 1.51967 | 4.24861 | 1.14922 | 4.55763 | 8.20727 | 16.3312 | 5.3125
1620 | 880 | 1.17152 | 1.72126 | 1.0776 | 1.52451 | 4.24936 | 1.14837 | 4.69181 | 8.61444 | 17.7128 | 5.5102
1620 | 900 | 1.18715 | 1.74181 | 1.07454 | 1.53031 | 4.24561 | 1.14741 | 4.83864 | 9.06286 | 19.2105 | 5.69173
1620 | 920 | 1.20245 | 1.76326 | 1.07203 | 1.53634 | 4.23902 | 1.15135 | 5.01099 | 9.52549 | 20.8696 | 5.92135
1620 | 940 | 1.22018 | 1.78788 | 1.06473 | 1.54189 | 4.20408 | 1.15441 | 5.18477 | 10.0153 | 22.6392 | 6.14865
1620 | 960 | 1.23634 | 1.80993 | 1.06219 | 1.54673 | 4.14286 | 1.15619 | 5.3518 | 10.5562 | 24.5528 | 6.39386
1620 | 980 | 1.2544 | 1.83384 | 1.06215 | 1.55259 | 4.04 | 1.16596 | 5.51621 | 11.1034 | 26.6897 | 6.64062
1640 | 1000 | 1.27434 | 1.8689 | 1.06075 | 1.58973 | 3.88646 | 1.17661 | 5.78154 | 11.8305 | 28.9286 | 6.9281
1640 | 100 | 1.12347 | 1.25805 | 1.34385 | 1.4356 | 2.6087 | 1.30719 | 2.1932 | 2.87142 | 1.84665 | 2.16216
1640 | 120 | 1.10243 | 1.2609 | 1.32414 | 1.43709 | 2.59314 | 1.29605 | 2.20475 | 2.89937 | 1.9292 | 2.19048
1640 | 140 | 1.0863 | 1.26507 | 1.30758 | 1.43746 | 2.58514 | 1.28667 | 2.20274 | 2.93151 | 2.00218 | 2.22684
1640 | 160 | 1.07419 | 1.26937 | 1.29314 | 1.43768 | 2.56494 | 1.28082 | 2.21182 | 2.97256 | 2.08458 | 2.25778
1640 | 180 | 1.06239 | 1.27346 | 1.28513 | 1.44051 | 2.56897 | 1.2766 | 2.21871 | 3.00027 | 2.15873 | 2.29448
1640 | 200 | 1.0562 | 1.2797 | 1.27486 | 1.44181 | 2.56932 | 1.26667 | 2.22729 | 3.0398 | 2.25322 | 2.34746
1640 | 220 | 1.04637 | 1.28578 | 1.26464 | 1.44312 | 2.57028 | 1.26563 | 2.24708 | 3.08915 | 2.3431 | 2.38426
1640 | 240 | 1.04367 | 1.29193 | 1.25544 | 1.44322 | 2.57709 | 1.25833 | 2.27485 | 3.13557 | 2.43307 | 2.43286
1640 | 260 | 1.03611 | 1.29846 | 1.24933 | 1.44391 | 2.58537 | 1.25225 | 2.29915 | 3.18639 | 2.54703 | 2.47312
1640 | 280 | 1.03184 | 1.30551 | 1.23803 | 1.44791 | 2.61749 | 1.2549 | 2.33008 | 3.23529 | 2.67532 | 2.52047
1640 | 300 | 1.03118 | 1.3136 | 1.23436 | 1.44805 | 2.64087 | 1.24597 | 2.36297 | 3.29377 | 2.77626 | 2.57143
1640 | 320 | 1.02719 | 1.31987 | 1.22224 | 1.45046 | 2.66431 | 1.23662 | 2.40056 | 3.35661 | 2.92063 | 2.61828
1640 | 340 | 1.02429 | 1.33004 | 1.22012 | 1.45155 | 2.69796 | 1.2324 | 2.4391 | 3.43382 | 3.04878 | 2.67883
1640 | 360 | 1.02335 | 1.33846 | 1.21028 | 1.4524 | 2.7381 | 1.22754 | 2.48022 | 3.49169 | 3.20366 | 2.74257
1640 | 380 | 1.02213 | 1.34702 | 1.20342 | 1.45566 | 2.77095 | 1.22241 | 2.35925 | 3.57194 | 3.37023 | 2.80914
1640 | 400 | 1.02057 | 1.35774 | 1.19799 | 1.45825 | 2.81457 | 1.21553 | 2.53849 | 3.671 | 3.55696 | 2.86496
1640 | 420 | 1.01905 | 1.36916 | 1.18809 | 1.46132 | 2.86508 | 1.21029 | 2.62537 | 3.75 | 3.7565 | 2.92804
1640 | 440 | 1.01931 | 1.3833 | 1.18737 | 1.46258 | 2.90476 | 1.20519 | 2.70353 | 3.82682 | 3.97959 | 3.01014
1640 | 460 | 1.01773 | 1.39562 | 1.17816 | 1.46588 | 2.9664 | 1.20365 | 2.78324 | 3.92834 | 4.21488 | 3.07798
1640 | 480 | 1.01948 | 1.40062 | 1.17289 | 1.46778 | 3.017 | 1.19643 | 2.8577 | 4.04647 | 4.45982 | 3.15625
1640 | 500 | 1.02237 | 1.416 | 1.17007 | 1.47146 | 3.07692 | 1.19492 | 2.94166 | 4.13753 | 4.73381 | 3.21186
1640 | 520 | 1.02304 | 1.4271 | 1.16168 | 1.47453 | 3.14534 | 1.18687 | 2.99498 | 4.25214 | 5.01726 | 3.29099
1640 | 540 | 1.02621 | 1.44046 | 1.15547 | 1.47748 | 3.19783 | 1.18182 | 3.08877 | 4.38469 | 5.3407 | 3.35962
1640 | 560 | 1.02999 | 1.45277 | 1.14971 | 1.48015 | 3.27986 | 1.17518 | 3.14575 | 4.51224 | 5.67647 | 3.45572
1640 | 580 | 1.03261 | 1.46784 | 1.14512 | 1.48502 | 3.35931 | 1.16814 | 3.22341 | 4.66624 | 6.05634 | 3.53116
1640 | 600 | 1.03433 | 1.48163 | 1.14033 | 1.48823 | 3.43646 | 1.17137 | 3.2941 | 4.81813 | 6.45522 | 3.62041
1640 | 620 | 1.03909 | 1.49689 | 1.1353 | 1.49257 | 3.51773 | 1.16689 | 3.37216 | 4.9965 | 6.90476 | 3.71751
1640 | 640 | 1.04729 | 1.51261 | 1.12824 | 1.49636 | 3.6055 | 1.16337 | 3.46117 | 5.20382 | 7.37736 | 3.8125
1640 | 660 | 1.0501 | 1.52909 | 1.12452 | 1.49962 | 3.66548 | 1.16016 | 3.54424 | 5.35924 | 7.85714 | 3.92391
1640 | 680 | 1.05894 | 1.54471 | 1.11893 | 1.50496 | 3.74613 | 1.15681 | 3.63227 | 5.58331 | 8.35681 | 4.03642
1640 | 700 | 1.06643 | 1.55903 | 1.11574 | 1.50781 | 3.82114 | 1.15534 | 3.72647 | 5.81783 | 8.95522 | 4.14894
1640 | 720 | 1.07492 | 1.57787 | 1.1119 | 1.5131 | 3.8874 | 1.15164 | 3.8257 | 6.06325 | 9.59858 | 4.28144
1640 | 740 | 1.08289 | 1.59452 | 1.10456 | 1.51858 | 3.98577 | 1.15183 | 3.90663 | 6.31331 | 10.3002 | 4.38819
1640 | 760 | 1.09455 | 1.61029 | 1.10542 | 1.52145 | 4.05714 | 1.14765 | 4.00938 | 6.60579 | 11.1078 | 4.53892
1640 | 780 | 1.10424 | 1.63226 | 1.09726 | 1.52683 | 4.10828 | 1.15652 | 4.11583 | 6.88052 | 11.9617 | 4.68376
1640 | 800 | 1.1184 | 1.64675 | 1.09418 | 1.53174 | 4.1453 | 1.14865 | 4.21027 | 7.2153 | 12.9231 | 4.84663
1640 | 820 | 1.13122 | 1.6722 | 1.09135 | 1.53862 | 4.20441 | 1.14875 | 4.3243 | 7.56668 | 13.8443 | 5.00885
1640 | 840 | 1.14254 | 1.69023 | 1.08459 | 1.54281 | 4.23381 | 1.14922 | 4.46524 | 7.94303 | 15.02 | 5.1928
1640 | 860 | 1.15156 | 1.70664 | 1.08314 | 1.54841 | 4.25486 | 1.1491 | 4.5895 | 8.32461 | 16.2541 | 5.35581
1640 | 880 | 1.17142 | 1.72934 | 1.07961 | 1.55479 | 4.26036 | 1.1512 | 4.74376 | 8.75709 | 17.6471 | 5.58011
1640 | 900 | 1.18652 | 1.75154 | 1.07788 | 1.55898 | 4.2449 | 1.15741 | 4.88702 | 9.17013 | 19.0351 | 5.73984
1640 | 920 | 1.20362 | 1.7717 | 1.07194 | 1.56357 | 4.20904 | 1.15625 | 5.04142 | 9.66003 | 20.6997 | 5.97324
1640 | 940 | 1.21991 | 1.79542 | 1.06991 | 1.56905 | 4.16535 | 1.16239 | 5.21645 | 10.168 | 22.5854 | 6.19744
1640 | 960 | 1.235 | 1.82132 | 1.06761 | 1.5754 | 4.09241 | 1.1649 | 5.37777 | 10.7252 | 24.5082 | 6.42659
1640 | 980 | 1.25338 | 1.84037 | 1.0624 | 1.58155 | 4.00309 | 1.17021 | 5.58119 | 11.3026 | 26.5972 | 6.69492
1660 | 1000 | 1.27117 | 1.8786 | 1.06075 | 1.61365 | 3.82278 | 1.18231 | 5.84026 | 11.998 | 28.8115 | 7.05
1660 | 100 | 1.12359 | 1.26421 | 1.34667 | 1.4634 | 2.67135 | 1.30233 | 2.21632 | 2.93119 | 1.84345 | 2.17014
1660 | 120 | 1.10231 | 1.26837 | 1.3239 | 1.46368 | 2.64014 | 1.29688 | 2.22204 | 2.95068 | 1.92035 | 2.20297
1660 | 140 | 1.08532 | 1.27121 | 1.30672 | 1.46404 | 2.62664 | 1.29365 | 2.20822 | 2.97164 | 1.99782 | 2.24042
1660 | 160 | 1.07297 | 1.27573 | 1.29814 | 1.46654 | 2.61811 | 1.28455 | 2.22388 | 3.026 | 2.0796 | 2.2767
1660 | 180 | 1.05961 | 1.28152 | 1.28832 | 1.46817 | 2.6096 | 1.27731 | 2.24051 | 3.05075 | 2.16102 | 2.31544
1660 | 200 | 1.05188 | 1.28575 | 1.27446 | 1.46613 | 2.62332 | 1.27193 | 2.25004 | 3.08206 | 2.25322 | 2.34862
1660 | 220 | 1.04715 | 1.29254 | 1.26459 | 1.46963 | 2.62136 | 1.26852 | 2.26737 | 3.11982 | 2.33891 | 2.39295
1660 | 240 | 1.0414 | 1.29834 | 1.25651 | 1.47144 | 2.63298 | 1.2549 | 2.29645 | 3.1871 | 2.43307 | 2.43986
1660 | 260 | 1.03838 | 1.30436 | 1.25086 | 1.47307 | 2.65192 | 1.24868 | 2.32178 | 3.23599 | 2.53256 | 2.5
1660 | 280 | 1.03103 | 1.31229 | 1.2398 | 1.4739 | 2.66997 | 1.24138 | 2.34887 | 3.28465 | 2.64935 | 2.53968
1660 | 300 | 1.03026 | 1.31925 | 1.23395 | 1.47628 | 2.69403 | 1.23929 | 2.37778 | 3.34117 | 2.77169 | 2.59052
1660 | 320 | 1.02652 | 1.32657 | 1.22203 | 1.47773 | 2.71915 | 1.2357 | 2.41451 | 3.40861 | 2.9127 | 2.64912
1660 | 340 | 1.02429 | 1.33774 | 1.21922 | 1.47862 | 2.75 | 1.23017 | 2.45077 | 3.48546 | 3.04465 | 2.70635
1660 | 360 | 1.02156 | 1.34884 | 1.21072 | 1.48131 | 2.78857 | 1.22552 | 2.50013 | 3.56979 | 3.19635 | 2.75751
1660 | 380 | 1.02065 | 1.35764 | 1.20487 | 1.48422 | 2.83221 | 1.22024 | 2.54851 | 3.63629 | 3.3626 | 2.82387
1660 | 400 | 1.02039 | 1.36411 | 1.19634 | 1.48672 | 2.87302 | 1.21542 | 2.54394 | 3.72261 | 3.5443 | 2.88538
1660 | 420 | 1.0208 | 1.37868 | 1.1907 | 1.4881 | 2.90566 | 1.21149 | 2.62563 | 3.78482 | 3.73832 | 2.94906
1660 | 440 | 1.01847 | 1.38874 | 1.18433 | 1.49189 | 2.96128 | 1.20544 | 2.72679 | 3.87901 | 3.95586 | 3.03285
1660 | 460 | 1.01897 | 1.39976 | 1.18073 | 1.49297 | 3.02486 | 1.20141 | 2.79679 | 3.99474 | 4.17582 | 3.09901
1660 | 480 | 1.02218 | 1.4095 | 1.17185 | 1.49646 | 3.06914 | 1.19502 | 2.86576 | 4.08967 | 4.42222 | 3.16107
1660 | 500 | 1.02102 | 1.42154 | 1.16544 | 1.49949 | 3.13929 | 1.19118 | 2.94363 | 4.18369 | 4.68571 | 3.24771
