# m0 | m12  | ng          | ns          | nn          | ll          | sb       | ss       | tb          | bb          | gg       | sg
380 | 760 | 1.04421 | 1.32357 | 1.07617 | 1.07401 | 2.17614 | 1.13 | 2.8732 | 3.62213 | 9.38115 | 2.9899
380 | 780 | 1.05532 | 1.337 | 1.0739 | 1.07565 | 2.23387 | 1.12211 | 2.95853 | 3.77333 | 9.97797 | 3.0814
380 | 800 | 1.06467 | 1.35234 | 1.0716 | 1.07495 | 2.31567 | 1.1179 | 3.03184 | 3.90356 | 10.5862 | 3.17155
380 | 820 | 1.07241 | 1.37266 | 1.06809 | 1.07343 | 2.38487 | 1.10983 | 3.12063 | 4.04748 | 11.3043 | 3.27879
380 | 840 | 1.07217 | 1.38667 | 1.06322 | 1.07329 | 2.47059 | 1.10769 | 3.20839 | 4.1968 | 12.069 | 3.37719
380 | 860 | 1.11419 | 1.40208 | 1.05982 | 1.07382 | 2.55405 | 1.09407 | 3.30178 | 4.38512 | 13 | 3.51662
380 | 880 | 1.1293 | 1.42503 | 1.05645 | 1.07325 | 2.64563 | 1.0929 | 3.40444 | 4.54855 | 14.0481 | 3.65672
380 | 900 | 1.14235 | 1.44145 | 1.05312 | 1.07424 | 2.73427 | 1.08775 | 3.51885 | 4.74453 | 15.1408 | 3.79781
380 | 920 | 1.15627 | 1.46011 | 1.05181 | 1.074 | 2.84413 | 1.08354 | 3.6416 | 4.95993 | 16.25 | 3.94779
380 | 940 | 1.17726 | 1.48094 | 1.04977 | 1.07344 | 2.95154 | 1.07947 | 3.7573 | 5.20301 | 17.5 | 4.1131
380 | 960 | 1.19118 | 1.49865 | 1.04734 | 1.07412 | 3.05556 | 1.07623 | 3.88077 | 5.43165 | 18.845 | 4.27434
380 | 980 | 1.20752 | 1.51825 | 1.04479 | 1.07717 | 3.17757 | 1.07927 | 3.98614 | 5.71354 | 20.3518 | 4.45178
400 | 1000 | 1.22612 | 1.54119 | 1.04165 | 1.07452 | 3.32381 | 1.07759 | 4.13558 | 6.04542 | 22.0339 | 4.63415
400 | 100 | 1.1501 | 1.00459 | 1.35006 | 1.12141 | 1.41117 | 1.33496 | 1.618 | 1.57205 | 1.88636 | 1.46067
400 | 120 | 1.1135 | 1.00966 | 1.32754 | 1.12049 | 1.40845 | 1.30769 | 1.64252 | 1.59674 | 1.96552 | 1.45455
400 | 140 | 1.09195 | 1.01401 | 1.31007 | 1.11726 | 1.4014 | 1.28632 | 1.66379 | 1.63734 | 2.05782 | 1.46018
400 | 160 | 1.07208 | 1.01985 | 1.29289 | 1.11562 | 1.40144 | 1.26286 | 1.68404 | 1.67863 | 2.13077 | 1.45564
400 | 180 | 1.06235 | 1.02523 | 1.28374 | 1.1135 | 1.40417 | 1.24615 | 1.70718 | 1.72569 | 2.22951 | 1.46366
400 | 200 | 1.05527 | 1.02994 | 1.26891 | 1.11211 | 1.40483 | 1.23829 | 1.72132 | 1.76716 | 2.31405 | 1.47541
400 | 220 | 1.047 | 1.03762 | 1.25552 | 1.11007 | 1.40789 | 1.223 | 1.74706 | 1.82824 | 2.42308 | 1.48684
400 | 240 | 1.04095 | 1.04321 | 1.24306 | 1.10667 | 1.41401 | 1.21132 | 1.76649 | 1.85677 | 2.52096 | 1.51199
400 | 260 | 1.03134 | 1.05015 | 1.23151 | 1.10433 | 1.42593 | 1.20558 | 1.78971 | 1.89179 | 2.631 | 1.53094
400 | 280 | 1.02747 | 1.05562 | 1.22458 | 1.10174 | 1.42857 | 1.19728 | 1.80827 | 1.92607 | 2.75194 | 1.55276
400 | 300 | 1.01842 | 1.06513 | 1.21238 | 1.10023 | 1.44615 | 1.19545 | 1.83274 | 1.96243 | 2.85859 | 1.58462
400 | 320 | 1.00879 | 1.07015 | 1.20255 | 1.09817 | 1.46133 | 1.18788 | 1.85848 | 2.0017 | 2.98266 | 1.61047
400 | 340 | 0.996723 | 1.07831 | 1.19561 | 1.09712 | 1.4881 | 1.18548 | 1.87973 | 2.03623 | 3.08738 | 1.64035
400 | 360 | 0.984751 | 1.08629 | 1.18738 | 1.09475 | 1.50847 | 1.18211 | 1.91057 | 2.07587 | 3.1877 | 1.67102
400 | 380 | 0.975409 | 1.09447 | 1.18001 | 1.09424 | 1.52419 | 1.17772 | 1.93587 | 2.1117 | 3.32447 | 1.70793
400 | 400 | 0.975239 | 1.10345 | 1.1708 | 1.09208 | 1.53846 | 1.17318 | 1.96728 | 2.15607 | 3.49351 | 1.75143
400 | 420 | 0.974149 | 1.11197 | 1.16441 | 1.09005 | 1.55628 | 1.16953 | 2 | 2.20613 | 3.66434 | 1.79079
400 | 440 | 0.972328 | 1.11849 | 1.15533 | 1.08764 | 1.57176 | 1.16505 | 2.03895 | 2.25561 | 3.86083 | 1.83537
400 | 460 | 0.973199 | 1.12951 | 1.15018 | 1.08641 | 1.59016 | 1.1617 | 2.07255 | 2.30372 | 4.06082 | 1.89286
400 | 480 | 0.974335 | 1.14043 | 1.14414 | 1.08496 | 1.60648 | 1.15642 | 2.10695 | 2.36259 | 4.27762 | 1.93548
400 | 500 | 0.976671 | 1.153 | 1.13912 | 1.08436 | 1.62745 | 1.15441 | 2.14314 | 2.41452 | 4.50893 | 2
400 | 520 | 0.977733 | 1.16348 | 1.13321 | 1.08217 | 1.65741 | 1.15385 | 2.18718 | 2.48167 | 4.75352 | 2.05391
400 | 540 | 0.978569 | 1.17494 | 1.12722 | 1.07973 | 1.68407 | 1.15063 | 2.2315 | 2.54976 | 5.01101 | 2.12062
400 | 560 | 0.982994 | 1.18603 | 1.12327 | 1.07813 | 1.70902 | 1.1495 | 2.26938 | 2.62626 | 5.28399 | 2.17877
400 | 580 | 0.98733 | 1.19765 | 1.11633 | 1.07869 | 1.74026 | 1.14597 | 2.32811 | 2.69781 | 5.5914 | 2.25806
400 | 600 | 0.9923 | 1.21211 | 1.11056 | 1.07696 | 1.77941 | 1.14613 | 2.37002 | 2.77703 | 5.89958 | 2.32102
400 | 620 | 0.997057 | 1.2238 | 1.10659 | 1.07729 | 1.81347 | 1.14286 | 2.42908 | 2.86807 | 6.25325 | 2.40464
400 | 640 | 1.0017 | 1.23664 | 1.10427 | 1.07532 | 1.86029 | 1.14356 | 2.48028 | 2.9567 | 6.6464 | 2.47619
400 | 660 | 1.00963 | 1.25104 | 1.10121 | 1.07359 | 1.90229 | 1.13636 | 2.53827 | 3.04398 | 7.06161 | 2.57192
400 | 680 | 1.01509 | 1.26378 | 1.09695 | 1.07344 | 1.95876 | 1.13675 | 2.59836 | 3.15405 | 7.45721 | 2.6601
400 | 700 | 1.02334 | 1.27939 | 1.08954 | 1.07291 | 2.01464 | 1.14253 | 2.67176 | 3.26445 | 7.87879 | 2.73944
400 | 720 | 1.02879 | 1.29354 | 1.08854 | 1.07201 | 2.07122 | 1.14051 | 2.73718 | 3.37662 | 8.35294 | 2.82543
400 | 740 | 1.04107 | 1.30929 | 1.08352 | 1.07211 | 2.12605 | 1.13386 | 2.80738 | 3.51268 | 8.90826 | 2.90462
400 | 760 | 1.05009 | 1.32428 | 1.07793 | 1.07145 | 2.18452 | 1.12694 | 2.88512 | 3.64527 | 9.4302 | 2.98755
400 | 780 | 1.05639 | 1.34013 | 1.07371 | 1.07208 | 2.25424 | 1.12329 | 2.96934 | 3.77778 | 10.0223 | 3.10448
400 | 800 | 1.06534 | 1.35659 | 1.07055 | 1.07222 | 2.31604 | 1.11312 | 3.04274 | 3.91703 | 10.6643 | 3.18455
400 | 820 | 1.07574 | 1.37242 | 1.06687 | 1.07178 | 2.39243 | 1.10778 | 3.12527 | 4.06481 | 11.3736 | 3.29193
400 | 840 | 1.08347 | 1.39161 | 1.0644 | 1.07155 | 2.48157 | 1.10317 | 3.2281 | 4.21397 | 12.087 | 3.3964
400 | 860 | 1.07049 | 1.40985 | 1.05954 | 1.07144 | 2.55634 | 1.10169 | 3.32186 | 4.37965 | 12.982 | 3.51245
400 | 880 | 1.12531 | 1.42713 | 1.05798 | 1.07057 | 2.6599 | 1.09194 | 3.43243 | 4.57118 | 14.0576 | 3.67113
400 | 900 | 1.14278 | 1.44306 | 1.05501 | 1.07344 | 2.75182 | 1.08712 | 3.53019 | 4.77273 | 15.1601 | 3.80952
400 | 920 | 1.15673 | 1.46123 | 1.05187 | 1.07033 | 2.85412 | 1.08397 | 3.64646 | 4.98014 | 16.3218 | 3.95473
400 | 940 | 1.17783 | 1.4818 | 1.0499 | 1.07247 | 2.95559 | 1.07877 | 3.77242 | 5.21558 | 17.5701 | 4.12195
400 | 960 | 1.18947 | 1.50006 | 1.04788 | 1.07394 | 3.0735 | 1.07407 | 3.87097 | 5.46269 | 18.9231 | 4.3
400 | 980 | 1.20626 | 1.52093 | 1.04476 | 1.07245 | 3.19156 | 1.07547 | 3.9967 | 5.73664 | 20.458 | 4.45196
40 | 100 | 1.06645 | 0.968183 | 1.35835 | 1.39041 | 1.50722 | 1.27183 | 1.52924 | 1.5952 | 1.66195 | 1.21659
40 | 120 | 1.04979 | 0.97904 | 1.325 | 1.33523 | 1.4959 | 1.24621 | 1.56174 | 1.62319 | 1.74757 | 1.24197
40 | 140 | 1.03452 | 0.98641 | 1.30093 | 1.30575 | 1.48718 | 1.22973 | 1.58772 | 1.65498 | 1.83133 | 1.25917
40 | 160 | 1.02081 | 0.995197 | 1.28336 | 1.28717 | 1.47667 | 1.22007 | 1.61185 | 1.67619 | 1.91713 | 1.27982
40 | 180 | 1.01175 | 1.00234 | 1.26473 | 1.27268 | 1.46769 | 1.20626 | 1.63352 | 1.7026 | 2 | 1.30435
40 | 200 | 1.00545 | 1.00676 | 1.2536 | 1.25958 | 1.46196 | 1.19828 | 1.66398 | 1.7313 | 2.09443 | 1.32913
40 | 220 | 0.995046 | 1.01696 | 1.24206 | 1.24783 | 1.4537 | 1.19214 | 1.68425 | 1.75558 | 2.18957 | 1.35635
40 | 240 | 0.991174 | 1.0236 | 1.23135 | 1.23871 | 1.45062 | 1.18182 | 1.71691 | 1.78065 | 2.287 | 1.38028
40 | 260 | 0.985122 | 1.03098 | 1.21953 | 1.22959 | 1.44862 | 1.18095 | 1.73573 | 1.81091 | 2.39669 | 1.41406
40 | 280 | 0.98057 | 1.03684 | 1.21285 | 1.22146 | 1.44622 | 1.17302 | 1.75944 | 1.83784 | 2.50742 | 1.43766
420 | 1000 | 1.22426 | 1.53938 | 1.04205 | 1.07336 | 3.33831 | 1.08036 | 4.13101 | 6.06824 | 22.1459 | 4.64583
420 | 100 | 1.15374 | 1.00867 | 1.34819 | 1.11644 | 1.42038 | 1.33623 | 1.61565 | 1.571 | 1.88776 | 1.47619
420 | 120 | 1.11861 | 1.01077 | 1.32669 | 1.11533 | 1.40517 | 1.31461 | 1.64785 | 1.60957 | 1.97203 | 1.46893
420 | 140 | 1.09333 | 1.01632 | 1.30999 | 1.11388 | 1.39928 | 1.29064 | 1.66753 | 1.64304 | 2.05172 | 1.45631
420 | 160 | 1.07449 | 1.02167 | 1.29608 | 1.11024 | 1.40273 | 1.27451 | 1.68321 | 1.68015 | 2.14062 | 1.46787
420 | 180 | 1.06474 | 1.02781 | 1.27946 | 1.10758 | 1.40146 | 1.25217 | 1.70584 | 1.72274 | 2.24167 | 1.47684
420 | 200 | 1.05619 | 1.03168 | 1.26555 | 1.10557 | 1.40559 | 1.24274 | 1.73097 | 1.76548 | 2.33221 | 1.48673
420 | 220 | 1.04869 | 1.03751 | 1.25626 | 1.10532 | 1.40704 | 1.22671 | 1.75092 | 1.82318 | 2.43322 | 1.50355
420 | 240 | 1.04187 | 1.04343 | 1.2455 | 1.10213 | 1.42029 | 1.21577 | 1.77031 | 1.85812 | 2.53659 | 1.51616
420 | 260 | 1.03398 | 1.05314 | 1.23373 | 1.10081 | 1.42116 | 1.20776 | 1.79533 | 1.89504 | 2.64151 | 1.5434
420 | 280 | 1.02803 | 1.05865 | 1.22284 | 1.09849 | 1.43006 | 1.19926 | 1.81794 | 1.92873 | 2.76134 | 1.56533
420 | 300 | 1.02228 | 1.06378 | 1.21293 | 1.09551 | 1.4435 | 1.19118 | 1.83537 | 1.96815 | 2.87671 | 1.5935
420 | 320 | 1.01374 | 1.07195 | 1.20343 | 1.09364 | 1.45732 | 1.18182 | 1.86942 | 2.00843 | 3.01176 | 1.61963
420 | 340 | 1.00492 | 1.07993 | 1.19568 | 1.0928 | 1.47826 | 1.18103 | 1.89714 | 2.04918 | 3.12871 | 1.6422
420 | 360 | 0.991109 | 1.08761 | 1.18814 | 1.09082 | 1.5 | 1.18586 | 1.91643 | 2.08748 | 3.22368 | 1.68493
420 | 380 | 0.983651 | 1.09782 | 1.17752 | 1.08865 | 1.52632 | 1.17744 | 1.94474 | 2.12518 | 3.36043 | 1.72008
420 | 400 | 0.978791 | 1.10384 | 1.1744 | 1.08719 | 1.54421 | 1.17228 | 1.97487 | 2.1684 | 3.51542 | 1.76119
420 | 420 | 0.977907 | 1.11584 | 1.16643 | 1.08569 | 1.56085 | 1.16927 | 2.00604 | 2.21194 | 3.7 | 1.79913
420 | 440 | 0.97493 | 1.12578 | 1.15777 | 1.08567 | 1.57855 | 1.16438 | 2.03483 | 2.25931 | 3.86986 | 1.84713
420 | 460 | 0.97571 | 1.13364 | 1.15166 | 1.0816 | 1.59507 | 1.16216 | 2.08051 | 2.3143 | 4.07273 | 1.89815
420 | 480 | 0.975462 | 1.14393 | 1.14412 | 1.08268 | 1.61692 | 1.15976 | 2.11738 | 2.37095 | 4.29395 | 1.94631
420 | 500 | 0.978014 | 1.15448 | 1.13647 | 1.08016 | 1.63636 | 1.15504 | 2.15116 | 2.43213 | 4.51818 | 1.99612
420 | 520 | 0.979966 | 1.16568 | 1.13273 | 1.07863 | 1.66337 | 1.15619 | 2.19362 | 2.49558 | 4.76429 | 2.06145
420 | 540 | 0.981716 | 1.17509 | 1.12731 | 1.07742 | 1.68289 | 1.1516 | 2.23897 | 2.56533 | 5.02237 | 2.12903
420 | 560 | 0.984794 | 1.18906 | 1.12357 | 1.07558 | 1.71961 | 1.14983 | 2.27899 | 2.63139 | 5.31469 | 2.19075
420 | 580 | 0.989545 | 1.19872 | 1.11718 | 1.07555 | 1.75138 | 1.14874 | 2.32427 | 2.71948 | 5.62842 | 2.26667
420 | 600 | 0.992648 | 1.21316 | 1.11295 | 1.07458 | 1.78599 | 1.14715 | 2.38114 | 2.79715 | 5.95745 | 2.3389
420 | 620 | 0.997628 | 1.22847 | 1.10933 | 1.07299 | 1.82418 | 1.14567 | 2.43068 | 2.87726 | 6.30464 | 2.41438
420 | 640 | 1.00335 | 1.23924 | 1.10205 | 1.07275 | 1.86822 | 1.14508 | 2.48528 | 2.97724 | 6.68037 | 2.50614
420 | 660 | 1.00761 | 1.25266 | 1.0957 | 1.07257 | 1.92097 | 1.14286 | 2.5462 | 3.06827 | 7.09936 | 2.57394
420 | 680 | 1.01765 | 1.26642 | 1.09325 | 1.07034 | 1.97512 | 1.14286 | 2.6055 | 3.16714 | 7.4938 | 2.67513
420 | 700 | 1.02158 | 1.28157 | 1.08978 | 1.06934 | 2.02423 | 1.14151 | 2.67551 | 3.2852 | 7.96154 | 2.74638
420 | 720 | 1.03356 | 1.29542 | 1.08375 | 1.06851 | 2.08777 | 1.14174 | 2.73767 | 3.40136 | 8.39286 | 2.83195
420 | 740 | 1.04179 | 1.31071 | 1.08226 | 1.06965 | 2.13717 | 1.13525 | 2.81042 | 3.5313 | 8.91667 | 2.91233
420 | 760 | 1.04643 | 1.32591 | 1.0777 | 1.07008 | 2.20755 | 1.12668 | 2.89336 | 3.65909 | 9.48052 | 3.0064
420 | 780 | 1.05755 | 1.34318 | 1.07429 | 1.069 | 2.26786 | 1.121 | 2.97929 | 3.791 | 10.0903 | 3.09816
420 | 800 | 1.06819 | 1.3593 | 1.07123 | 1.06869 | 2.32911 | 1.11268 | 3.06142 | 3.94545 | 10.7447 | 3.20796
420 | 820 | 1.07813 | 1.3775 | 1.06772 | 1.06824 | 2.40072 | 1.10559 | 3.13957 | 4.0836 | 11.4525 | 3.29936
420 | 840 | 1.08802 | 1.39066 | 1.06551 | 1.06809 | 2.48711 | 1.09917 | 3.2255 | 4.24533 | 12.2124 | 3.41667
420 | 860 | 1.09242 | 1.40929 | 1.06204 | 1.06917 | 2.57196 | 1.09681 | 3.32747 | 4.41138 | 13.0478 | 3.52151
420 | 880 | 1.1301 | 1.42769 | 1.05798 | 1.069 | 2.67021 | 1.09251 | 3.4204 | 4.59062 | 14.0135 | 3.66667
420 | 900 | 1.14374 | 1.44584 | 1.05488 | 1.07105 | 2.76336 | 1.08644 | 3.53407 | 4.79003 | 15.1986 | 3.82184
420 | 920 | 1.15863 | 1.4644 | 1.05437 | 1.06802 | 2.87611 | 1.08443 | 3.65764 | 5.0188 | 16.4327 | 3.97881
420 | 940 | 1.17361 | 1.48404 | 1.04989 | 1.0688 | 2.98077 | 1.08185 | 3.77969 | 5.25606 | 17.7143 | 4.125
420 | 960 | 1.1891 | 1.50102 | 1.04716 | 1.07118 | 3.10023 | 1.07692 | 3.89245 | 5.48625 | 19.0031 | 4.27778
420 | 980 | 1.20674 | 1.52134 | 1.04502 | 1.07349 | 3.21429 | 1.07843 | 4.00345 | 5.76148 | 20.5412 | 4.46602
440 | 1000 | 1.22346 | 1.54554 | 1.04204 | 1.07267 | 3.34896 | 1.07407 | 4.14378 | 6.09797 | 22.2174 | 4.66809
440 | 100 | 1.15685 | 1.01067 | 1.34818 | 1.11098 | 1.4127 | 1.34483 | 1.61668 | 1.57535 | 1.89691 | 1.49104
440 | 120 | 1.12107 | 1.01406 | 1.32897 | 1.10869 | 1.41339 | 1.32018 | 1.65033 | 1.60893 | 1.97872 | 1.47799
440 | 140 | 1.09551 | 1.01884 | 1.31002 | 1.10637 | 1.40611 | 1.29545 | 1.67017 | 1.64551 | 2.05934 | 1.47789
440 | 160 | 1.07866 | 1.02405 | 1.29546 | 1.10538 | 1.40365 | 1.27612 | 1.6937 | 1.68493 | 2.15873 | 1.48014
440 | 180 | 1.06483 | 1.02923 | 1.2786 | 1.10348 | 1.40286 | 1.2549 | 1.70911 | 1.72706 | 2.23529 | 1.48961
440 | 200 | 1.05551 | 1.03442 | 1.26774 | 1.10103 | 1.40486 | 1.24447 | 1.73325 | 1.76056 | 2.3339 | 1.49761
440 | 220 | 1.04723 | 1.04136 | 1.25719 | 1.10024 | 1.40805 | 1.23103 | 1.75616 | 1.80821 | 2.43564 | 1.51908
440 | 240 | 1.04114 | 1.04745 | 1.24474 | 1.09806 | 1.40984 | 1.21968 | 1.77626 | 1.86947 | 2.5528 | 1.52745
440 | 260 | 1.03704 | 1.05282 | 1.23599 | 1.0953 | 1.4152 | 1.21277 | 1.79985 | 1.90033 | 2.66366 | 1.55556
440 | 280 | 1.02859 | 1.06221 | 1.22494 | 1.09325 | 1.43 | 1.2008 | 1.8253 | 1.93976 | 2.76553 | 1.57955
440 | 300 | 1.02438 | 1.06695 | 1.21357 | 1.09103 | 1.44076 | 1.19681 | 1.83924 | 1.97253 | 2.89895 | 1.60345
440 | 320 | 1.01886 | 1.07428 | 1.20566 | 1.09036 | 1.45455 | 1.19014 | 1.87141 | 2.00513 | 3.01786 | 1.63636
440 | 340 | 1.01262 | 1.08154 | 1.19638 | 1.08771 | 1.47368 | 1.18519 | 1.89334 | 2.05381 | 3.15895 | 1.6699
440 | 360 | 1.00422 | 1.09073 | 1.18753 | 1.08716 | 1.48649 | 1.17971 | 1.92104 | 2.09307 | 3.29983 | 1.70029
440 | 380 | 0.987726 | 1.09702 | 1.18158 | 1.08413 | 1.52885 | 1.17685 | 1.94783 | 2.1375 | 3.38843 | 1.73191
440 | 400 | 0.983252 | 1.1069 | 1.17332 | 1.08332 | 1.54472 | 1.17548 | 1.97797 | 2.17489 | 3.53812 | 1.76875
440 | 420 | 0.978522 | 1.11719 | 1.16462 | 1.08115 | 1.56597 | 1.17222 | 2.01275 | 2.22508 | 3.71014 | 1.81279
440 | 440 | 0.977134 | 1.12608 | 1.15942 | 1.08009 | 1.58491 | 1.16727 | 2.04715 | 2.27545 | 3.89082 | 1.86
440 | 460 | 0.975866 | 1.13337 | 1.15294 | 1.0785 | 1.59848 | 1.1619 | 2.08606 | 2.3294 | 4.08503 | 1.89423
440 | 480 | 0.975906 | 1.14695 | 1.14833 | 1.0804 | 1.62567 | 1.1625 | 2.11692 | 2.38282 | 4.31085 | 1.95531
440 | 500 | 0.977211 | 1.15607 | 1.13977 | 1.07652 | 1.64662 | 1.16393 | 2.15351 | 2.45153 | 4.5463 | 2.01411
440 | 520 | 0.97788 | 1.16735 | 1.1338 | 1.07514 | 1.66843 | 1.15508 | 2.19649 | 2.51036 | 4.77536 | 2.07558
440 | 540 | 0.983196 | 1.17877 | 1.12828 | 1.0744 | 1.69391 | 1.15406 | 2.24136 | 2.57867 | 5.05119 | 2.13808
440 | 560 | 0.986663 | 1.19204 | 1.12405 | 1.07388 | 1.72803 | 1.15018 | 2.28703 | 2.65183 | 5.3286 | 2.1976
440 | 580 | 0.987694 | 1.20387 | 1.1178 | 1.07237 | 1.75882 | 1.14868 | 2.33213 | 2.72776 | 5.65097 | 2.27586
440 | 600 | 0.992122 | 1.21803 | 1.11251 | 1.07147 | 1.80083 | 1.1478 | 2.38989 | 2.80992 | 5.94828 | 2.34568
440 | 620 | 0.996981 | 1.22851 | 1.10869 | 1.06979 | 1.84211 | 1.14876 | 2.43681 | 2.89608 | 6.32215 | 2.42478
440 | 640 | 1.00341 | 1.23971 | 1.10391 | 1.06942 | 1.8843 | 1.14054 | 2.49566 | 2.98204 | 6.71891 | 2.50254
440 | 660 | 1.00783 | 1.2543 | 1.10042 | 1.06842 | 1.93023 | 1.14184 | 2.55499 | 3.08879 | 7.12195 | 2.58545
440 | 680 | 1.01619 | 1.26854 | 1.09612 | 1.06813 | 1.97368 | 1.14019 | 2.61881 | 3.18452 | 7.51256 | 2.68063
440 | 700 | 1.02144 | 1.28242 | 1.08959 | 1.06729 | 2.0373 | 1.14303 | 2.67224 | 3.30105 | 7.97665 | 2.75373
440 | 720 | 1.02868 | 1.29773 | 1.08467 | 1.06692 | 2.09571 | 1.14146 | 2.73842 | 3.42262 | 8.43373 | 2.84188
440 | 740 | 1.03832 | 1.31247 | 1.08059 | 1.06796 | 2.15421 | 1.1322 | 2.81478 | 3.54079 | 8.92523 | 2.92049
440 | 760 | 1.04693 | 1.32722 | 1.0775 | 1.06624 | 2.21854 | 1.1264 | 2.89153 | 3.68171 | 9.53148 | 3.02632
440 | 780 | 1.05872 | 1.34181 | 1.07482 | 1.06623 | 2.27103 | 1.12222 | 2.96891 | 3.81345 | 10.1373 | 3.11356
440 | 800 | 1.06888 | 1.36081 | 1.07119 | 1.06578 | 2.34354 | 1.11765 | 3.05382 | 3.95261 | 10.7885 | 3.21818
440 | 820 | 1.07876 | 1.37459 | 1.0675 | 1.06537 | 2.42884 | 1.11039 | 3.1453 | 4.10678 | 11.5254 | 3.32895
440 | 840 | 1.08887 | 1.39716 | 1.06534 | 1.06609 | 2.50136 | 1.10345 | 3.23535 | 4.25926 | 12.2321 | 3.4381
440 | 860 | 1.0984 | 1.41116 | 1.06171 | 1.06638 | 2.58527 | 1.09725 | 3.32572 | 4.44294 | 13.1294 | 3.54972
440 | 880 | 1.09982 | 1.42628 | 1.05978 | 1.06686 | 2.68715 | 1.09313 | 3.45029 | 4.6117 | 14.0455 | 3.66935
440 | 900 | 1.14468 | 1.44756 | 1.05682 | 1.06574 | 2.768 | 1.08998 | 3.54953 | 4.829 | 15.146 | 3.80531
440 | 920 | 1.15918 | 1.46631 | 1.0543 | 1.06763 | 2.88528 | 1.08219 | 3.65223 | 5.02148 | 16.4497 | 3.98261
440 | 940 | 1.17529 | 1.48637 | 1.04973 | 1.06975 | 2.9916 | 1.07749 | 3.79652 | 5.27171 | 17.6923 | 4.13462
440 | 960 | 1.18998 | 1.5036 | 1.04759 | 1.06775 | 3.09756 | 1.08 | 3.91341 | 5.51794 | 19.1153 | 4.29524
440 | 980 | 1.20655 | 1.52428 | 1.04465 | 1.07089 | 3.22776 | 1.07483 | 4.01067 | 5.78825 | 20.6266 | 4.48718
460 | 1000 | 1.22433 | 1.54612 | 1.0419 | 1.06967 | 3.36612 | 1.07692 | 4.16323 | 6.13017 | 22.2907 | 4.68132
460 | 100 | 1.16218 | 1.01351 | 1.34727 | 1.10467 | 1.41584 | 1.34286 | 1.61595 | 1.58758 | 1.89844 | 1.49597
460 | 120 | 1.12716 | 1.01679 | 1.32742 | 1.10463 | 1.40992 | 1.31795 | 1.65253 | 1.61558 | 1.97857 | 1.49296
460 | 140 | 1.09772 | 1.02122 | 1.3109 | 1.10175 | 1.40845 | 1.30263 | 1.68105 | 1.64991 | 2.06714 | 1.49165
460 | 160 | 1.07743 | 1.02587 | 1.29555 | 1.10159 | 1.40338 | 1.27966 | 1.70726 | 1.68786 | 2.15663 | 1.49405
460 | 180 | 1.06532 | 1.032 | 1.28229 | 1.09932 | 1.40268 | 1.26667 | 1.72243 | 1.72128 | 2.24786 | 1.50162
460 | 200 | 1.05622 | 1.03652 | 1.27042 | 1.09743 | 1.41038 | 1.24781 | 1.73966 | 1.75796 | 2.34888 | 1.50777
460 | 220 | 1.04796 | 1.04211 | 1.25725 | 1.09532 | 1.4106 | 1.23608 | 1.76119 | 1.80802 | 2.44966 | 1.52459
460 | 240 | 1.03829 | 1.05039 | 1.24729 | 1.09241 | 1.41121 | 1.22532 | 1.78241 | 1.85589 | 2.55346 | 1.5493
460 | 260 | 1.03525 | 1.0543 | 1.2343 | 1.09043 | 1.41534 | 1.21333 | 1.80279 | 1.90459 | 2.66896 | 1.56522
460 | 280 | 1.03289 | 1.05928 | 1.22664 | 1.08833 | 1.43071 | 1.20175 | 1.8284 | 1.94624 | 2.79022 | 1.58912
460 | 300 | 1.02554 | 1.06864 | 1.21464 | 1.08799 | 1.4418 | 1.19653 | 1.8452 | 1.97815 | 2.91135 | 1.61187
460 | 320 | 1.0214 | 1.07568 | 1.20676 | 1.08573 | 1.45693 | 1.19084 | 1.86969 | 2.01705 | 3.04242 | 1.64384
460 | 340 | 1.01496 | 1.08392 | 1.1978 | 1.08466 | 1.4709 | 1.18118 | 1.89958 | 2.05906 | 3.17996 | 1.67689
460 | 360 | 1.0099 | 1.09054 | 1.18904 | 1.08203 | 1.49254 | 1.18134 | 1.92358 | 2.1052 | 3.31633 | 1.71212
460 | 380 | 1.0015 | 1.10074 | 1.18262 | 1.08132 | 1.51102 | 1.17759 | 1.95206 | 2.14601 | 3.47339 | 1.7433
460 | 400 | 0.98874 | 1.10918 | 1.17372 | 1.07794 | 1.53619 | 1.17381 | 1.98674 | 2.18978 | 3.57991 | 1.78361
460 | 420 | 0.983185 | 1.11868 | 1.16661 | 1.07813 | 1.56757 | 1.1716 | 2.02099 | 2.23689 | 3.72794 | 1.82297
460 | 440 | 0.979027 | 1.12618 | 1.1618 | 1.07687 | 1.58601 | 1.17054 | 2.049 | 2.2894 | 3.91972 | 1.86806
460 | 460 | 0.978547 | 1.13984 | 1.15118 | 1.0758 | 1.60656 | 1.16162 | 2.09217 | 2.33803 | 4.12429 | 1.91339
460 | 480 | 0.977102 | 1.148 | 1.14782 | 1.07421 | 1.62644 | 1.16556 | 2.12208 | 2.397 | 4.32836 | 1.96507
460 | 500 | 0.978612 | 1.15765 | 1.14154 | 1.07336 | 1.65323 | 1.15517 | 2.16154 | 2.45042 | 4.55399 | 2.02096
460 | 520 | 0.979021 | 1.16828 | 1.13575 | 1.07194 | 1.678 | 1.15254 | 2.20265 | 2.51904 | 4.82222 | 2.08459
460 | 540 | 0.980765 | 1.18278 | 1.12919 | 1.07115 | 1.70382 | 1.1551 | 2.24987 | 2.58924 | 5.07514 | 2.13853
