# m0 | m12 | xsec in pb!
1800 | 740  | 0.0025
1800 | 760  | 0.0021
1800 | 780  | 0.0017
1800 | 800  | 0.0015
1800 | 820  | 0.0012
1800 | 840  | 0.0010
1800 | 860  | 0.0009
1800 | 880  | 0.0007
1800 | 900  | 0.0006
1800 | 920  | 0.0005
1800 | 940  | 0.0004
1800 | 960  | 0.0004
1800 | 980  | 0.0003
180  | 100  | 1080.0000
180  | 120  | 140.0000
180  | 140  | 65.3300
180  | 160  | 34.1900
180  | 180  | 19.4900
180  | 200  | 11.4700
180  | 220  | 7.0870
180  | 240  | 4.5040
180  | 260  | 2.9220
180  | 280  | 1.9660
180  | 300  | 1.3310
180  | 320  | 0.9189
180  | 340  | 0.6429
180  | 360  | 0.4595
180  | 380  | 0.3306
180  | 400  | 0.2424
180  | 420  | 0.1805
180  | 440  | 0.1345
180  | 460  | 0.1006
180  | 480  | 0.0770
180  | 500  | 0.0592
180  | 520  | 0.0457
180  | 540  | 0.0357
180  | 560  | 0.0281
180  | 580  | 0.0220
180  | 600  | 0.0176
180  | 620  | 0.0141
180  | 640  | 0.0115
180  | 660  | 0.0093
180  | 680  | 0.0076
180  | 700  | 0.0063
180  | 720  | 0.0052
180  | 740  | 0.0043
180  | 760  | 0.0036
180  | 780  | 0.0030
180  | 800  | 0.0026
180  | 820  | 0.0022
180  | 840  | 0.0018
180  | 860  | 0.0016
1820 | 1000 | 0.0003
1820 | 120  | 39.5200
1820 | 140  | 15.6400
1820 | 160  | 7.8080
1820 | 180  | 4.3010
1820 | 200  | 2.5740
1820 | 220  | 1.6130
1820 | 240  | 1.0690
1820 | 260  | 0.7284
1820 | 280  | 0.5124
1820 | 300  | 0.3670
1820 | 320  | 0.2685
1820 | 340  | 0.1995
1820 | 360  | 0.1505
1820 | 380  | 0.1146
1820 | 400  | 0.0883
1820 | 420  | 0.0683
1820 | 440  | 0.0543
1820 | 460  | 0.0425
1820 | 480  | 0.0337
1820 | 500  | 0.0272
1820 | 520  | 0.0219
1820 | 540  | 0.0176
1820 | 560  | 0.0142
1820 | 580  | 0.0116
1820 | 600  | 0.0095
1820 | 620  | 0.0078
1820 | 640  | 0.0064
1820 | 660  | 0.0053
1820 | 680  | 0.0044
1820 | 700  | 0.0036
1820 | 720  | 0.0030
1820 | 740  | 0.0025
1820 | 760  | 0.0021
1820 | 780  | 0.0017
1820 | 800  | 0.0015
1820 | 820  | 0.0012
1820 | 840  | 0.0010
1820 | 860  | 0.0009
1820 | 880  | 0.0007
1820 | 900  | 0.0006
1820 | 920  | 0.0005
1820 | 940  | 0.0004
1820 | 960  | 0.0004
1820 | 980  | 0.0003
1840 | 1000 | 0.0003
1840 | 120  | 40.8500
1840 | 140  | 15.8600
1840 | 160  | 7.8670
1840 | 180  | 4.3200
1840 | 200  | 2.5690
1840 | 220  | 1.6250
1840 | 240  | 1.0780
1840 | 260  | 0.7291
1840 | 280  | 0.5096
1840 | 300  | 0.3683
1840 | 320  | 0.2693
1840 | 340  | 0.1996
1840 | 360  | 0.1506
1840 | 380  | 0.1148
1840 | 400  | 0.0886
1840 | 420  | 0.0689
1840 | 440  | 0.0539
1840 | 460  | 0.0426
1840 | 480  | 0.0341
1840 | 500  | 0.0274
1840 | 520  | 0.0219
1840 | 540  | 0.0176
1840 | 560  | 0.0142
1840 | 580  | 0.0117
1840 | 600  | 0.0095
1840 | 620  | 0.0078
1840 | 640  | 0.0064
1840 | 660  | 0.0053
1840 | 680  | 0.0044
1840 | 700  | 0.0036
1840 | 720  | 0.0030
1840 | 740  | 0.0025
1840 | 760  | 0.0021
1840 | 780  | 0.0018
1840 | 800  | 0.0015
1840 | 820  | 0.0012
1840 | 840  | 0.0010
1840 | 860  | 0.0009
1840 | 880  | 0.0007
1840 | 900  | 0.0006
1840 | 920  | 0.0005
1840 | 940  | 0.0004
1840 | 960  | 0.0004
1840 | 980  | 0.0003
1860 | 1000 | 0.0003
1860 | 120  | 42.2200
1860 | 140  | 16.1500
1860 | 160  | 7.8650
1860 | 180  | 4.3590
1860 | 200  | 2.5910
1860 | 220  | 1.6250
1860 | 240  | 1.0790
1860 | 260  | 0.7342
1860 | 280  | 0.5117
1860 | 300  | 0.3701
1860 | 320  | 0.2696
1860 | 340  | 0.2004
1860 | 360  | 0.1507
1860 | 380  | 0.1148
1860 | 400  | 0.0891
1860 | 420  | 0.0690
1860 | 440  | 0.0546
1860 | 460  | 0.0429
1860 | 480  | 0.0341
1860 | 500  | 0.0273
1860 | 520  | 0.0220
1860 | 540  | 0.0177
1860 | 560  | 0.0144
1860 | 580  | 0.0117
1860 | 600  | 0.0096
1860 | 620  | 0.0078
1860 | 640  | 0.0065
1860 | 660  | 0.0053
1860 | 680  | 0.0044
1860 | 700  | 0.0036
1860 | 720  | 0.0030
1860 | 740  | 0.0025
1860 | 760  | 0.0021
1860 | 780  | 0.0017
1860 | 800  | 0.0015
1860 | 820  | 0.0012
1860 | 840  | 0.0010
1860 | 860  | 0.0009
1860 | 880  | 0.0007
1860 | 900  | 0.0006
1860 | 920  | 0.0005
1860 | 940  | 0.0004
1860 | 960  | 0.0004
1860 | 980  | 0.0003
1880 | 1000 | 0.0003
1880 | 120  | 44.3300
1880 | 140  | 16.3700
1880 | 160  | 8.0120
1880 | 180  | 4.3580
1880 | 200  | 2.6150
1880 | 220  | 1.6370
1880 | 240  | 1.0780
1880 | 260  | 0.7326
1880 | 280  | 0.5134
1880 | 300  | 0.3709
1880 | 320  | 0.2693
1880 | 340  | 0.2011
1880 | 360  | 0.1506
1880 | 380  | 0.1154
1880 | 400  | 0.0891
1880 | 420  | 0.0690
1880 | 440  | 0.0544
1880 | 460  | 0.0430
1880 | 480  | 0.0341
1880 | 500  | 0.0272
1880 | 520  | 0.0220
1880 | 540  | 0.0178
1880 | 560  | 0.0143
1880 | 580  | 0.0117
1880 | 600  | 0.0095
1880 | 620  | 0.0079
1880 | 640  | 0.0064
1880 | 660  | 0.0053
1880 | 680  | 0.0044
1880 | 700  | 0.0037
1880 | 720  | 0.0030
1880 | 740  | 0.0025
1880 | 760  | 0.0021
1880 | 780  | 0.0018
1880 | 800  | 0.0015
1880 | 820  | 0.0012
1880 | 840  | 0.0010
1880 | 860  | 0.0009
1880 | 880  | 0.0007
1880 | 900  | 0.0006
1880 | 920  | 0.0005
1880 | 940  | 0.0004
1880 | 960  | 0.0004
1880 | 980  | 0.0003
1900 | 1000 | 0.0003
1900 | 120  | 46.7700
1900 | 140  | 16.7500
1900 | 160  | 8.1110
1900 | 180  | 4.4290
1900 | 200  | 2.6220
1900 | 220  | 1.6460
1900 | 240  | 1.0840
1900 | 260  | 0.7356
1900 | 280  | 0.5161
1900 | 300  | 0.3693
1900 | 320  | 0.2713
1900 | 340  | 0.2013
1900 | 360  | 0.1512
1900 | 380  | 0.1159
1900 | 400  | 0.0898
1900 | 420  | 0.0697
1900 | 440  | 0.0545
1900 | 460  | 0.0428
1900 | 480  | 0.0341
1900 | 500  | 0.0275
1900 | 520  | 0.0221
1900 | 540  | 0.0178
1900 | 560  | 0.0144
1900 | 580  | 0.0118
1900 | 600  | 0.0096
1900 | 620  | 0.0079
1900 | 640  | 0.0065
1900 | 660  | 0.0053
1900 | 680  | 0.0044
1900 | 700  | 0.0037
1900 | 720  | 0.0030
1900 | 740  | 0.0025
1900 | 760  | 0.0021
1900 | 780  | 0.0018
1900 | 800  | 0.0015
1900 | 820  | 0.0012
1900 | 840  | 0.0010
1900 | 860  | 0.0009
1900 | 880  | 0.0007
1900 | 900  | 0.0006
1900 | 920  | 0.0005
1900 | 940  | 0.0004
1900 | 960  | 0.0004
1900 | 980  | 0.0003
1920 | 1000 | 0.0003
1920 | 120  | 49.6500
1920 | 140  | 17.1300
1920 | 160  | 8.2020
1920 | 180  | 4.4220
1920 | 200  | 2.6230
1920 | 220  | 1.6420
1920 | 240  | 1.0890
1920 | 260  | 0.7409
1920 | 280  | 0.5164
1920 | 300  | 0.3708
1920 | 320  | 0.2713
1920 | 340  | 0.2021
1920 | 360  | 0.1524
1920 | 380  | 0.1164
1920 | 400  | 0.0894
1920 | 420  | 0.0693
1920 | 440  | 0.0549
1920 | 460  | 0.0431
1920 | 480  | 0.0344
1920 | 500  | 0.0274
1920 | 520  | 0.0221
1920 | 540  | 0.0179
1920 | 560  | 0.0145
1920 | 580  | 0.0118
1920 | 600  | 0.0096
1920 | 620  | 0.0079
1920 | 640  | 0.0065
1920 | 660  | 0.0054
1920 | 680  | 0.0044
1920 | 700  | 0.0037
1920 | 720  | 0.0030
1920 | 740  | 0.0025
1920 | 760  | 0.0021
1920 | 780  | 0.0018
1920 | 800  | 0.0015
1920 | 820  | 0.0012
1920 | 840  | 0.0010
1920 | 860  | 0.0009
1920 | 880  | 0.0007
1920 | 900  | 0.0006
1920 | 920  | 0.0005
1920 | 940  | 0.0004
1920 | 960  | 0.0004
1920 | 980  | 0.0003
1940 | 1000 | 0.0003
1940 | 120  | 51.7400
1940 | 140  | 17.1500
1940 | 160  | 8.2720
1940 | 180  | 4.4780
1940 | 200  | 2.6410
1940 | 220  | 1.6700
1940 | 240  | 1.0900
1940 | 260  | 0.7368
1940 | 280  | 0.5186
1940 | 300  | 0.3754
1940 | 320  | 0.2726
1940 | 340  | 0.2032
1940 | 360  | 0.1533
1940 | 380  | 0.1166
1940 | 400  | 0.0898
1940 | 420  | 0.0698
1940 | 440  | 0.0548
1940 | 460  | 0.0437
1940 | 480  | 0.0341
1940 | 500  | 0.0277
1940 | 520  | 0.0221
1940 | 540  | 0.0179
1940 | 560  | 0.0145
1940 | 580  | 0.0118
1940 | 600  | 0.0096
1940 | 620  | 0.0079
1940 | 640  | 0.0065
1940 | 660  | 0.0054
1940 | 680  | 0.0044
1940 | 700  | 0.0037
1940 | 720  | 0.0031
1940 | 740  | 0.0025
1940 | 760  | 0.0021
1940 | 780  | 0.0018
1940 | 800  | 0.0015
1940 | 820  | 0.0012
1940 | 840  | 0.0010
1940 | 860  | 0.0009
1940 | 880  | 0.0007
1940 | 900  | 0.0006
1940 | 920  | 0.0005
1940 | 940  | 0.0004
1940 | 960  | 0.0004
1940 | 980  | 0.0003
1960 | 1000 | 0.0003
1960 | 120  | 57.5400
1960 | 140  | 17.9100
1960 | 160  | 8.4260
1960 | 180  | 4.5510
1960 | 200  | 2.6640
1960 | 220  | 1.6730
1960 | 240  | 1.0970
1960 | 260  | 0.7455
1960 | 280  | 0.5205
1960 | 300  | 0.3729
1960 | 320  | 0.2729
1960 | 340  | 0.2017
1960 | 360  | 0.1530
1960 | 380  | 0.1172
1960 | 400  | 0.0904
1960 | 420  | 0.0703
1960 | 440  | 0.0550
1960 | 460  | 0.0432
1960 | 480  | 0.0345
1960 | 500  | 0.0277
1960 | 520  | 0.0221
1960 | 540  | 0.0180
1960 | 560  | 0.0144
1960 | 580  | 0.0118
1960 | 600  | 0.0097
1960 | 620  | 0.0080
1960 | 640  | 0.0065
1960 | 660  | 0.0054
1960 | 680  | 0.0045
1960 | 700  | 0.0037
1960 | 720  | 0.0031
1960 | 740  | 0.0026
1960 | 760  | 0.0021
1960 | 780  | 0.0018
1960 | 800  | 0.0015
1960 | 820  | 0.0012
1960 | 840  | 0.0011
1960 | 860  | 0.0009
1960 | 880  | 0.0007
1960 | 900  | 0.0006
1960 | 920  | 0.0005
1960 | 940  | 0.0004
1960 | 960  | 0.0004
1960 | 980  | 0.0003
1980 | 1000 | 0.0003
1980 | 120  | 63.5300
1980 | 140  | 18.4900
1980 | 160  | 8.5430
1980 | 180  | 4.5810
1980 | 200  | 2.6760
1980 | 220  | 1.6870
1980 | 240  | 1.1020
1980 | 260  | 0.7464
1980 | 280  | 0.5213
1980 | 300  | 0.3741
1980 | 320  | 0.2735
1980 | 340  | 0.2040
1980 | 360  | 0.1539
1980 | 380  | 0.1174
1980 | 400  | 0.0910
1980 | 420  | 0.0699
1980 | 440  | 0.0551
1980 | 460  | 0.0437
1980 | 480  | 0.0345
1980 | 500  | 0.0278
1980 | 520  | 0.0223
1980 | 540  | 0.0179
1980 | 560  | 0.0145
1980 | 580  | 0.0119
1980 | 600  | 0.0098
1980 | 620  | 0.0080
1980 | 640  | 0.0066
1980 | 660  | 0.0054
1980 | 680  | 0.0044
1980 | 700  | 0.0037
1980 | 720  | 0.0031
1980 | 740  | 0.0026
1980 | 760  | 0.0021
1980 | 780  | 0.0018
1980 | 800  | 0.0015
1980 | 820  | 0.0013
1980 | 840  | 0.0011
1980 | 860  | 0.0009
1980 | 880  | 0.0007
1980 | 900  | 0.0006
1980 | 920  | 0.0005
1980 | 940  | 0.0004
1980 | 960  | 0.0004
1980 | 980  | 0.0003
2000 | 1000 | 0.0003
2000 | 120  | 68.5300
2000 | 140  | 19.1200
2000 | 160  | 8.6740
2000 | 180  | 4.6400
2000 | 200  | 2.7060
2000 | 220  | 1.7020
2000 | 240  | 1.1020
2000 | 260  | 0.7524
2000 | 280  | 0.5245
2000 | 300  | 0.3750
2000 | 320  | 0.2759
2000 | 340  | 0.2037
2000 | 360  | 0.1535
2000 | 380  | 0.1174
2000 | 400  | 0.0906
2000 | 420  | 0.0704
2000 | 440  | 0.0552
2000 | 460  | 0.0439
2000 | 480  | 0.0347
2000 | 500  | 0.0278
2000 | 520  | 0.0225
2000 | 540  | 0.0181
2000 | 560  | 0.0147
2000 | 580  | 0.0120
2000 | 600  | 0.0098
2000 | 620  | 0.0080
2000 | 640  | 0.0066
2000 | 660  | 0.0054
2000 | 680  | 0.0044
2000 | 700  | 0.0037
2000 | 720  | 0.0031
2000 | 740  | 0.0026
2000 | 760  | 0.0022
2000 | 780  | 0.0018
2000 | 800  | 0.0015
2000 | 820  | 0.0012
2000 | 840  | 0.0011
2000 | 860  | 0.0009
2000 | 880  | 0.0007
2000 | 900  | 0.0006
2000 | 920  | 0.0005
2000 | 940  | 0.0004
2000 | 960  | 0.0004
2000 | 980  | 0.0003
200  | 100  | 866.4000
200  | 120  | 130.8000
200  | 140  | 60.5100
200  | 160  | 32.4200
200  | 180  | 18.4100
200  | 200  | 11.0100
200  | 220  | 6.7810
200  | 240  | 4.3110
200  | 260  | 2.8160
200  | 280  | 1.8930
200  | 300  | 1.2810
200  | 320  | 0.8894
200  | 340  | 0.6249
200  | 360  | 0.4456
200  | 380  | 0.3201
200  | 400  | 0.2354
200  | 420  | 0.1747
200  | 440  | 0.1307
200  | 460  | 0.0979
200  | 480  | 0.0747
200  | 500  | 0.0572
200  | 520  | 0.0440
200  | 540  | 0.0346
200  | 560  | 0.0272
200  | 580  | 0.0216
200  | 600  | 0.0170
200  | 620  | 0.0136
200  | 640  | 0.0110
200  | 660  | 0.0089
200  | 680  | 0.0073
200  | 700  | 0.0060
200  | 720  | 0.0050
200  | 740  | 0.0041
200  | 760  | 0.0034
200  | 780  | 0.0029
200  | 800  | 0.0024
200  | 820  | 0.0021
200  | 840  | 0.0018
200  | 860  | 0.0015
200  | 880  | 0.0013
200  | 900  | 0.0011
200  | 920  | 0.0010
200  | 940  | 0.0008
2020 | 1000 | 0.0003
2020 | 120  | 79.0800
2020 | 140  | 19.7200
2020 | 160  | 8.8470
2020 | 180  | 4.6680
2020 | 200  | 2.7360
2020 | 220  | 1.7050
2020 | 240  | 1.1070
2020 | 260  | 0.7550
2020 | 280  | 0.5270
2020 | 300  | 0.3775
2020 | 320  | 0.2766
2020 | 340  | 0.2056
2020 | 360  | 0.1549
2020 | 380  | 0.1178
2020 | 400  | 0.0906
2020 | 420  | 0.0714
2020 | 440  | 0.0552
2020 | 460  | 0.0438
2020 | 480  | 0.0347
2020 | 500  | 0.0276
2020 | 520  | 0.0224
2020 | 540  | 0.0182
2020 | 560  | 0.0147
2020 | 580  | 0.0120
2020 | 600  | 0.0097
2020 | 620  | 0.0080
2020 | 640  | 0.0066
2020 | 660  | 0.0055
2020 | 680  | 0.0045
2020 | 700  | 0.0037
2020 | 720  | 0.0031
2020 | 740  | 0.0026
2020 | 760  | 0.0022
2020 | 780  | 0.0018
2020 | 800  | 0.0015
2020 | 820  | 0.0013
2020 | 840  | 0.0011
2020 | 860  | 0.0009
2020 | 880  | 0.0008
2020 | 900  | 0.0006
2020 | 920  | 0.0005
2020 | 940  | 0.0004
2020 | 960  | 0.0004
2020 | 980  | 0.0003
2040 | 1000 | 0.0003
2040 | 140  | 20.5700
2040 | 160  | 9.0570
2040 | 180  | 4.7450
2040 | 200  | 2.7680
2040 | 220  | 1.7060
2040 | 240  | 1.1250
2040 | 260  | 0.7619
2040 | 280  | 0.5301
2040 | 300  | 0.3773
2040 | 320  | 0.2757
2040 | 340  | 0.2060
2040 | 360  | 0.1553
2040 | 380  | 0.1178
2040 | 400  | 0.0916
2040 | 420  | 0.0712
2040 | 440  | 0.0551
2040 | 460  | 0.0439
2040 | 480  | 0.0349
2040 | 500  | 0.0278
2040 | 520  | 0.0225
2040 | 540  | 0.0182
2040 | 560  | 0.0147
2040 | 580  | 0.0120
2040 | 600  | 0.0097
2040 | 620  | 0.0080
2040 | 640  | 0.0066
2040 | 660  | 0.0054
2040 | 680  | 0.0045
2040 | 700  | 0.0037
2040 | 720  | 0.0031
2040 | 740  | 0.0026
2040 | 760  | 0.0021
2040 | 780  | 0.0018
2040 | 800  | 0.0015
2040 | 820  | 0.0013
2040 | 840  | 0.0011
2040 | 860  | 0.0009
2040 | 880  | 0.0008
2040 | 900  | 0.0006
2040 | 920  | 0.0005
2040 | 940  | 0.0005
2040 | 960  | 0.0004
2040 | 980  | 0.0003
2060 | 1000 | 0.0003
2060 | 140  | 21.5700
2060 | 160  | 9.6960
2060 | 180  | 4.8040
2060 | 200  | 2.7780
2060 | 220  | 1.7200
2060 | 240  | 1.1240
2060 | 260  | 0.7640
2060 | 280  | 0.5315
2060 | 300  | 0.3812
2060 | 320  | 0.2785
2060 | 340  | 0.2071
2060 | 360  | 0.1553
2060 | 380  | 0.1182
2060 | 400  | 0.0914
2060 | 420  | 0.0710
2060 | 440  | 0.0559
2060 | 460  | 0.0444
2060 | 480  | 0.0349
2060 | 500  | 0.0279
2060 | 520  | 0.0225
2060 | 540  | 0.0182
2060 | 560  | 0.0148
2060 | 580  | 0.0121
2060 | 600  | 0.0099
2060 | 620  | 0.0081
2060 | 640  | 0.0067
2060 | 660  | 0.0055
2060 | 680  | 0.0045
2060 | 700  | 0.0038
2060 | 720  | 0.0031
2060 | 740  | 0.0026
2060 | 760  | 0.0022
2060 | 780  | 0.0018
2060 | 800  | 0.0015
2060 | 820  | 0.0013
2060 | 840  | 0.0011
2060 | 860  | 0.0009
2060 | 880  | 0.0008
2060 | 900  | 0.0006
2060 | 920  | 0.0005
2060 | 940  | 0.0005
2060 | 960  | 0.0004
2060 | 980  | 0.0003
2080 | 1000 | 0.0003
2080 | 140  | 22.7500
2080 | 160  | 9.4810
2080 | 180  | 4.8900
2080 | 200  | 2.8260
2080 | 220  | 1.7460
2080 | 240  | 1.1300
2080 | 260  | 0.7636
2080 | 280  | 0.5351
2080 | 300  | 0.3817
2080 | 320  | 0.2791
2080 | 340  | 0.2071
2080 | 360  | 0.1556
2080 | 380  | 0.1193
2080 | 400  | 0.0920
2080 | 420  | 0.0715
2080 | 440  | 0.0561
2080 | 460  | 0.0442
2080 | 480  | 0.0351
2080 | 500  | 0.0283
2080 | 520  | 0.0228
2080 | 540  | 0.0182
2080 | 560  | 0.0148
2080 | 580  | 0.0121
2080 | 600  | 0.0099
2080 | 620  | 0.0081
2080 | 640  | 0.0066
2080 | 660  | 0.0055
2080 | 680  | 0.0045
2080 | 700  | 0.0038
2080 | 720  | 0.0031
2080 | 740  | 0.0026
2080 | 760  | 0.0022
2080 | 780  | 0.0018
2080 | 800  | 0.0015
2080 | 820  | 0.0013
2080 | 840  | 0.0011
2080 | 860  | 0.0009
2080 | 880  | 0.0008
2080 | 900  | 0.0006
2080 | 920  | 0.0005
2080 | 940  | 0.0005
2080 | 960  | 0.0004
2080 | 980  | 0.0003
2100 | 1000 | 0.0003
2100 | 140  | 24.1600
2100 | 160  | 9.7250
2100 | 180  | 4.9840
2100 | 200  | 2.8590
2100 | 220  | 1.7480
2100 | 240  | 1.1380
2100 | 260  | 0.7740
2100 | 280  | 0.5388
2100 | 300  | 0.3824
2100 | 320  | 0.2804
2100 | 340  | 0.2076
2100 | 360  | 0.1559
2100 | 380  | 0.1195
2100 | 400  | 0.0920
2100 | 420  | 0.0720
2100 | 440  | 0.0561
2100 | 460  | 0.0443
2100 | 480  | 0.0352
2100 | 500  | 0.0283
2100 | 520  | 0.0227
2100 | 540  | 0.0182
2100 | 560  | 0.0148
2100 | 580  | 0.0120
2100 | 600  | 0.0099
2100 | 620  | 0.0081
2100 | 640  | 0.0067
2100 | 660  | 0.0055
2100 | 680  | 0.0046
2100 | 700  | 0.0037
2100 | 720  | 0.0031
2100 | 740  | 0.0026
2100 | 760  | 0.0022
2100 | 780  | 0.0018
2100 | 800  | 0.0015
2100 | 820  | 0.0013
2100 | 840  | 0.0011
2100 | 860  | 0.0009
2100 | 880  | 0.0008
2100 | 900  | 0.0006
2100 | 920  | 0.0005
2100 | 940  | 0.0005
2100 | 960  | 0.0004
2100 | 980  | 0.0003
2120 | 1000 | 0.0003
2120 | 140  | 26.2200
2120 | 160  | 10.1300
2120 | 180  | 5.0830
2120 | 200  | 2.8920
2120 | 220  | 1.7760
2120 | 240  | 1.1510
2120 | 260  | 0.7766
2120 | 280  | 0.5424
2120 | 300  | 0.3853
2120 | 320  | 0.2800
2120 | 340  | 0.2093
2120 | 360  | 0.1568
2120 | 380  | 0.1208
2120 | 400  | 0.0918
2120 | 420  | 0.0722
2120 | 440  | 0.0566
2120 | 460  | 0.0445
2120 | 480  | 0.0354
2120 | 500  | 0.0281
2120 | 520  | 0.0229
2120 | 540  | 0.0184
2120 | 560  | 0.0149
2120 | 580  | 0.0121
2120 | 600  | 0.0099
2120 | 620  | 0.0081
2120 | 640  | 0.0067
2120 | 660  | 0.0055
2120 | 680  | 0.0046
2120 | 700  | 0.0038
2120 | 720  | 0.0031
2120 | 740  | 0.0026
2120 | 760  | 0.0022
2120 | 780  | 0.0018
2120 | 800  | 0.0015
2120 | 820  | 0.0013
2120 | 840  | 0.0011
2120 | 860  | 0.0009
2120 | 880  | 0.0008
2120 | 900  | 0.0006
2120 | 920  | 0.0005
2120 | 940  | 0.0005
2120 | 960  | 0.0004
2120 | 980  | 0.0003
2140 | 1000 | 0.0003
2140 | 140  | 28.8100
2140 | 160  | 10.4200
2140 | 180  | 5.1910
2140 | 200  | 2.9390
2140 | 220  | 1.8020
2140 | 240  | 1.1680
2140 | 260  | 0.7843
2140 | 280  | 0.5416
2140 | 300  | 0.3865
2140 | 320  | 0.2822
2140 | 340  | 0.2099
2140 | 360  | 0.1574
2140 | 380  | 0.1206
2140 | 400  | 0.0930
2140 | 420  | 0.0724
2140 | 440  | 0.0566
2140 | 460  | 0.0449
2140 | 480  | 0.0354
2140 | 500  | 0.0284
2140 | 520  | 0.0229
2140 | 540  | 0.0185
2140 | 560  | 0.0150
2140 | 580  | 0.0121
2140 | 600  | 0.0100
2140 | 620  | 0.0081
2140 | 640  | 0.0067
2140 | 660  | 0.0056
2140 | 680  | 0.0046
2140 | 700  | 0.0038
2140 | 720  | 0.0031
2140 | 740  | 0.0026
2140 | 760  | 0.0022
2140 | 780  | 0.0018
2140 | 800  | 0.0015
2140 | 820  | 0.0013
2140 | 840  | 0.0011
2140 | 860  | 0.0009
2140 | 880  | 0.0008
2140 | 900  | 0.0006
2140 | 920  | 0.0005
2140 | 940  | 0.0005
2140 | 960  | 0.0004
2140 | 980  | 0.0003
2160 | 1000 | 0.0003
2160 | 140  | 32.3300
2160 | 160  | 10.9400
2160 | 180  | 5.2450
2160 | 200  | 2.9720
2160 | 220  | 1.8090
2160 | 240  | 1.1720
2160 | 260  | 0.7830
2160 | 280  | 0.5492
2160 | 300  | 0.3908
2160 | 320  | 0.2851
2160 | 340  | 0.2110
2160 | 360  | 0.1587
2160 | 380  | 0.1205
2160 | 400  | 0.0936
2160 | 420  | 0.0726
2160 | 440  | 0.0568
2160 | 460  | 0.0447
2160 | 480  | 0.0357
2160 | 500  | 0.0286
2160 | 520  | 0.0230
2160 | 540  | 0.0185
2160 | 560  | 0.0150
2160 | 580  | 0.0123
2160 | 600  | 0.0100
2160 | 620  | 0.0082
2160 | 640  | 0.0068
2160 | 660  | 0.0056
2160 | 680  | 0.0046
2160 | 700  | 0.0038
2160 | 720  | 0.0032
2160 | 740  | 0.0026
2160 | 760  | 0.0022
2160 | 780  | 0.0018
2160 | 800  | 0.0015
2160 | 820  | 0.0013
2160 | 840  | 0.0011
2160 | 860  | 0.0009
2160 | 880  | 0.0008
2160 | 900  | 0.0006
2160 | 920  | 0.0005
2160 | 940  | 0.0005
2160 | 960  | 0.0004
2160 | 980  | 0.0003
2180 | 1000 | 0.0003
2180 | 140  | 38.2600
2180 | 160  | 11.4600
2180 | 180  | 5.4530
2180 | 200  | 3.0240
2180 | 220  | 1.8430
2180 | 240  | 1.1800
2180 | 260  | 0.7954
2180 | 280  | 0.5527
2180 | 300  | 0.3932
2180 | 320  | 0.2844
2180 | 340  | 0.2113
2180 | 360  | 0.1600
2180 | 380  | 0.1212
2180 | 400  | 0.0935
2180 | 420  | 0.0725
2180 | 440  | 0.0569
2180 | 460  | 0.0451
2180 | 480  | 0.0355
2180 | 500  | 0.0285
2180 | 520  | 0.0229
2180 | 540  | 0.0186
2180 | 560  | 0.0149
2180 | 580  | 0.0123
2180 | 600  | 0.0101
2180 | 620  | 0.0082
2180 | 640  | 0.0068
2180 | 660  | 0.0056
2180 | 680  | 0.0046
2180 | 700  | 0.0039
2180 | 720  | 0.0032
2180 | 740  | 0.0026
2180 | 760  | 0.0022
2180 | 780  | 0.0018
2180 | 800  | 0.0015
2180 | 820  | 0.0013
2180 | 840  | 0.0011
2180 | 860  | 0.0009
2180 | 880  | 0.0008
2180 | 900  | 0.0006
2180 | 920  | 0.0005
2180 | 940  | 0.0005
2180 | 960  | 0.0004
2180 | 980  | 0.0003
2200 | 1000 | 0.0003
2200 | 140  | 65.2800
2200 | 160  | 12.1000
2200 | 180  | 5.6150
2200 | 200  | 3.1010
2200 | 220  | 1.8660
2200 | 240  | 1.1940
2200 | 260  | 0.7968
2200 | 280  | 0.5545
2200 | 300  | 0.3968
2200 | 320  | 0.2866
2200 | 340  | 0.2126
2200 | 360  | 0.1612
2200 | 380  | 0.1222
2200 | 400  | 0.0942
2200 | 420  | 0.0731
2200 | 440  | 0.0573
2200 | 460  | 0.0452
2200 | 480  | 0.0361
2200 | 500  | 0.0288
2200 | 520  | 0.0232
2200 | 540  | 0.0186
2200 | 560  | 0.0151
2200 | 580  | 0.0124
2200 | 600  | 0.0101
2200 | 620  | 0.0083
2200 | 640  | 0.0068
2200 | 660  | 0.0056
2200 | 680  | 0.0046
2200 | 700  | 0.0038
2200 | 720  | 0.0032
2200 | 740  | 0.0027
2200 | 760  | 0.0022
2200 | 780  | 0.0019
2200 | 800  | 0.0015
2200 | 820  | 0.0013
2200 | 840  | 0.0011
2200 | 860  | 0.0009
2200 | 880  | 0.0008
2200 | 900  | 0.0006
2200 | 920  | 0.0005
2200 | 940  | 0.0005
2200 | 960  | 0.0004
2200 | 980  | 0.0003
220  | 1000 | 0.0005
220  | 100  | 671.7000
220  | 120  | 120.3000
220  | 140  | 56.9400
220  | 160  | 30.4600
220  | 180  | 17.3300
220  | 200  | 10.4000
220  | 220  | 6.4400
220  | 240  | 4.1340
220  | 260  | 2.7210
220  | 280  | 1.8150
220  | 300  | 1.2340
220  | 320  | 0.8619
220  | 340  | 0.6033
220  | 360  | 0.4305
220  | 380  | 0.3137
220  | 400  | 0.2289
220  | 420  | 0.1692
