# m0 | m12 | xsec in pb!
1400 | 420  | 0.0662
1400 | 440  | 0.0521
1400 | 460  | 0.0408
1400 | 480  | 0.0326
1400 | 500  | 0.0259
1400 | 520  | 0.0207
1400 | 540  | 0.0168
1400 | 560  | 0.0135
1400 | 580  | 0.0110
1400 | 600  | 0.0090
1400 | 620  | 0.0073
1400 | 640  | 0.0060
1400 | 660  | 0.0050
1400 | 680  | 0.0041
1400 | 700  | 0.0034
1400 | 720  | 0.0028
1400 | 740  | 0.0023
1400 | 760  | 0.0020
1400 | 780  | 0.0016
1400 | 800  | 0.0014
1400 | 820  | 0.0011
1400 | 840  | 0.0010
1400 | 860  | 0.0008
1400 | 880  | 0.0007
1400 | 900  | 0.0006
1400 | 920  | 0.0005
1400 | 940  | 0.0004
1400 | 960  | 0.0003
1400 | 980  | 0.0003
140  | 100  | 1480.0000
140  | 120  | 160.1000
140  | 140  | 73.7600
140  | 160  | 38.6800
140  | 180  | 21.2900
140  | 200  | 12.6200
140  | 220  | 7.7300
140  | 240  | 4.8560
140  | 260  | 3.1660
140  | 280  | 2.0910
140  | 300  | 1.4250
140  | 320  | 0.9769
140  | 340  | 0.6812
140  | 360  | 0.4868
140  | 380  | 0.3512
140  | 400  | 0.2568
140  | 420  | 0.1896
140  | 440  | 0.1419
140  | 460  | 0.1075
140  | 480  | 0.0818
140  | 500  | 0.0626
140  | 520  | 0.0488
140  | 540  | 0.0380
140  | 560  | 0.0299
140  | 580  | 0.0238
140  | 600  | 0.0190
140  | 620  | 0.0152
140  | 640  | 0.0123
140  | 660  | 0.0100
140  | 680  | 0.0082
140  | 700  | 0.0068
1420 | 1000 | 0.0003
1420 | 100  | 88.5600
1420 | 120  | 31.4200
1420 | 140  | 14.2400
1420 | 160  | 7.3020
1420 | 180  | 4.1430
1420 | 200  | 2.4920
1420 | 220  | 1.5940
1420 | 240  | 1.0440
1420 | 260  | 0.7173
1420 | 280  | 0.5043
1420 | 300  | 0.3570
1420 | 320  | 0.2633
1420 | 340  | 0.1946
1420 | 360  | 0.1458
1420 | 380  | 0.1114
1420 | 400  | 0.0859
1420 | 420  | 0.0662
1420 | 440  | 0.0520
1420 | 460  | 0.0414
1420 | 480  | 0.0325
1420 | 500  | 0.0257
1420 | 520  | 0.0209
1420 | 540  | 0.0168
1420 | 560  | 0.0135
1420 | 580  | 0.0110
1420 | 600  | 0.0090
1420 | 620  | 0.0073
1420 | 640  | 0.0060
1420 | 660  | 0.0050
1420 | 680  | 0.0041
1420 | 700  | 0.0034
1420 | 720  | 0.0028
1420 | 740  | 0.0024
1420 | 760  | 0.0020
1420 | 780  | 0.0016
1420 | 800  | 0.0014
1420 | 820  | 0.0012
1420 | 840  | 0.0010
1420 | 860  | 0.0008
1420 | 880  | 0.0007
1420 | 900  | 0.0006
1420 | 920  | 0.0005
1420 | 940  | 0.0004
1420 | 960  | 0.0003
1420 | 980  | 0.0003
1440 | 1000 | 0.0003
1440 | 100  | 88.8800
1440 | 120  | 31.3400
1440 | 140  | 14.2000
1440 | 160  | 7.3100
1440 | 180  | 4.1230
1440 | 200  | 2.5020
1440 | 220  | 1.5830
1440 | 240  | 1.0410
1440 | 260  | 0.7100
1440 | 280  | 0.5014
1440 | 300  | 0.3589
1440 | 320  | 0.2622
1440 | 340  | 0.1943
1440 | 360  | 0.1464
1440 | 380  | 0.1115
1440 | 400  | 0.0855
1440 | 420  | 0.0667
1440 | 440  | 0.0524
1440 | 460  | 0.0410
1440 | 480  | 0.0327
1440 | 500  | 0.0259
1440 | 520  | 0.0209
1440 | 540  | 0.0169
1440 | 560  | 0.0137
1440 | 580  | 0.0110
1440 | 600  | 0.0090
1440 | 620  | 0.0074
1440 | 640  | 0.0060
1440 | 660  | 0.0050
1440 | 680  | 0.0041
1440 | 700  | 0.0034
1440 | 720  | 0.0028
1440 | 740  | 0.0024
1440 | 760  | 0.0020
1440 | 780  | 0.0016
1440 | 800  | 0.0014
1440 | 820  | 0.0012
1440 | 840  | 0.0010
1440 | 860  | 0.0008
1440 | 880  | 0.0007
1440 | 900  | 0.0006
1440 | 920  | 0.0005
1440 | 940  | 0.0004
1440 | 960  | 0.0003
1440 | 980  | 0.0003
1460 | 1000 | 0.0003
1460 | 100  | 88.8700
1460 | 120  | 31.4500
1460 | 140  | 14.1500
1460 | 160  | 7.3320
1460 | 180  | 4.1450
1460 | 200  | 2.4800
1460 | 220  | 1.5830
1460 | 240  | 1.0500
1460 | 260  | 0.7129
1460 | 280  | 0.4977
1460 | 300  | 0.3581
1460 | 320  | 0.2622
1460 | 340  | 0.1943
1460 | 360  | 0.1462
1460 | 380  | 0.1116
1460 | 400  | 0.0866
1460 | 420  | 0.0665
1460 | 440  | 0.0518
1460 | 460  | 0.0409
1460 | 480  | 0.0324
1460 | 500  | 0.0259
1460 | 520  | 0.0209
1460 | 540  | 0.0168
1460 | 560  | 0.0136
1460 | 580  | 0.0111
1460 | 600  | 0.0091
1460 | 620  | 0.0074
1460 | 640  | 0.0061
1460 | 660  | 0.0050
1460 | 680  | 0.0041
1460 | 700  | 0.0034
1460 | 720  | 0.0028
1460 | 740  | 0.0024
1460 | 760  | 0.0020
1460 | 780  | 0.0017
1460 | 800  | 0.0014
1460 | 820  | 0.0012
1460 | 840  | 0.0010
1460 | 860  | 0.0008
1460 | 880  | 0.0007
1460 | 900  | 0.0006
1460 | 920  | 0.0005
1460 | 940  | 0.0004
1460 | 960  | 0.0004
1460 | 980  | 0.0003
1480 | 1000 | 0.0003
1480 | 100  | 90.0600
1480 | 120  | 31.5000
1480 | 140  | 14.2500
1480 | 160  | 7.3010
1480 | 180  | 4.1350
1480 | 200  | 2.4920
1480 | 220  | 1.5810
1480 | 240  | 1.0410
1480 | 260  | 0.7134
1480 | 280  | 0.4986
1480 | 300  | 0.3593
1480 | 320  | 0.2630
1480 | 340  | 0.1947
1480 | 360  | 0.1461
1480 | 380  | 0.1107
1480 | 400  | 0.0862
1480 | 420  | 0.0664
1480 | 440  | 0.0521
1480 | 460  | 0.0411
1480 | 480  | 0.0326
1480 | 500  | 0.0259
1480 | 520  | 0.0210
1480 | 540  | 0.0168
1480 | 560  | 0.0136
1480 | 580  | 0.0111
1480 | 600  | 0.0090
1480 | 620  | 0.0074
1480 | 640  | 0.0061
1480 | 660  | 0.0050
1480 | 680  | 0.0042
1480 | 700  | 0.0034
1480 | 720  | 0.0029
1480 | 740  | 0.0024
1480 | 760  | 0.0020
1480 | 780  | 0.0017
1480 | 800  | 0.0014
1480 | 820  | 0.0012
1480 | 840  | 0.0010
1480 | 860  | 0.0008
1480 | 880  | 0.0007
1480 | 900  | 0.0006
1480 | 920  | 0.0005
1480 | 940  | 0.0004
1480 | 960  | 0.0004
1480 | 980  | 0.0003
1500 | 1000 | 0.0003
1500 | 100  | 91.2300
1500 | 120  | 31.6600
1500 | 140  | 14.3000
1500 | 160  | 7.3960
1500 | 180  | 4.1190
1500 | 200  | 2.5050
1500 | 220  | 1.5710
1500 | 240  | 1.0470
1500 | 260  | 0.7097
1500 | 280  | 0.4999
1500 | 300  | 0.3574
1500 | 320  | 0.2619
1500 | 340  | 0.1940
1500 | 360  | 0.1464
1500 | 380  | 0.1112
1500 | 400  | 0.0858
1500 | 420  | 0.0669
1500 | 440  | 0.0523
1500 | 460  | 0.0412
1500 | 480  | 0.0326
1500 | 500  | 0.0259
1500 | 520  | 0.0210
1500 | 540  | 0.0168
1500 | 560  | 0.0137
1500 | 580  | 0.0112
1500 | 600  | 0.0091
1500 | 620  | 0.0074
1500 | 640  | 0.0061
1500 | 660  | 0.0050
1500 | 680  | 0.0042
1500 | 700  | 0.0035
1500 | 720  | 0.0029
1500 | 740  | 0.0024
1500 | 760  | 0.0020
1500 | 780  | 0.0016
1500 | 800  | 0.0014
1500 | 820  | 0.0012
1500 | 840  | 0.0010
1500 | 860  | 0.0008
1500 | 880  | 0.0007
1500 | 900  | 0.0006
1500 | 920  | 0.0005
1500 | 940  | 0.0004
1500 | 960  | 0.0004
1500 | 980  | 0.0003
1520 | 1000 | 0.0003
1520 | 100  | 92.5200
1520 | 120  | 31.8900
1520 | 140  | 14.3900
1520 | 160  | 7.3210
1520 | 180  | 4.1330
1520 | 200  | 2.4990
1520 | 220  | 1.5810
1520 | 240  | 1.0480
1520 | 260  | 0.7086
1520 | 280  | 0.4979
1520 | 300  | 0.3585
1520 | 320  | 0.2602
1520 | 340  | 0.1947
1520 | 360  | 0.1468
1520 | 380  | 0.1123
1520 | 400  | 0.0861
1520 | 420  | 0.0665
1520 | 440  | 0.0524
1520 | 460  | 0.0413
1520 | 480  | 0.0328
1520 | 500  | 0.0263
1520 | 520  | 0.0210
1520 | 540  | 0.0170
1520 | 560  | 0.0136
1520 | 580  | 0.0112
1520 | 600  | 0.0092
1520 | 620  | 0.0074
1520 | 640  | 0.0061
1520 | 660  | 0.0050
1520 | 680  | 0.0042
1520 | 700  | 0.0034
1520 | 720  | 0.0029
1520 | 740  | 0.0024
1520 | 760  | 0.0020
1520 | 780  | 0.0017
1520 | 800  | 0.0014
1520 | 820  | 0.0012
1520 | 840  | 0.0010
1520 | 860  | 0.0008
1520 | 880  | 0.0007
1520 | 900  | 0.0006
1520 | 920  | 0.0005
1520 | 940  | 0.0004
1520 | 960  | 0.0004
1520 | 980  | 0.0003
1540 | 1000 | 0.0003
1540 | 100  | 93.8800
1540 | 120  | 32.0400
1540 | 140  | 14.3500
1540 | 160  | 7.3390
1540 | 180  | 4.1500
1540 | 200  | 2.4850
1540 | 220  | 1.5870
1540 | 240  | 1.0450
1540 | 260  | 0.7140
1540 | 280  | 0.5015
1540 | 300  | 0.3586
1540 | 320  | 0.2629
1540 | 340  | 0.1956
1540 | 360  | 0.1463
1540 | 380  | 0.1111
1540 | 400  | 0.0861
1540 | 420  | 0.0666
1540 | 440  | 0.0525
1540 | 460  | 0.0413
1540 | 480  | 0.0330
1540 | 500  | 0.0262
1540 | 520  | 0.0211
1540 | 540  | 0.0170
1540 | 560  | 0.0138
1540 | 580  | 0.0112
1540 | 600  | 0.0091
1540 | 620  | 0.0075
1540 | 640  | 0.0061
1540 | 660  | 0.0051
1540 | 680  | 0.0042
1540 | 700  | 0.0035
1540 | 720  | 0.0029
1540 | 740  | 0.0024
1540 | 760  | 0.0020
1540 | 780  | 0.0017
1540 | 800  | 0.0014
1540 | 820  | 0.0012
1540 | 840  | 0.0010
1540 | 860  | 0.0008
1540 | 880  | 0.0007
1540 | 900  | 0.0006
1540 | 920  | 0.0005
1540 | 940  | 0.0004
1540 | 960  | 0.0004
1540 | 980  | 0.0003
1560 | 1000 | 0.0003
1560 | 100  | 96.3200
1560 | 120  | 32.3900
1560 | 140  | 14.3400
1560 | 160  | 7.3560
1560 | 180  | 4.1330
1560 | 200  | 2.4930
1560 | 220  | 1.5800
1560 | 240  | 1.0440
1560 | 260  | 0.7145
1560 | 280  | 0.4984
1560 | 300  | 0.3584
1560 | 320  | 0.2632
1560 | 340  | 0.1945
1560 | 360  | 0.1463
1560 | 380  | 0.1124
1560 | 400  | 0.0860
1560 | 420  | 0.0670
1560 | 440  | 0.0525
1560 | 460  | 0.0413
1560 | 480  | 0.0329
1560 | 500  | 0.0262
1560 | 520  | 0.0211
1560 | 540  | 0.0170
1560 | 560  | 0.0139
1560 | 580  | 0.0111
1560 | 600  | 0.0091
1560 | 620  | 0.0075
1560 | 640  | 0.0061
1560 | 660  | 0.0051
1560 | 680  | 0.0042
1560 | 700  | 0.0034
1560 | 720  | 0.0029
1560 | 740  | 0.0024
1560 | 760  | 0.0020
1560 | 780  | 0.0017
1560 | 800  | 0.0014
1560 | 820  | 0.0012
1560 | 840  | 0.0010
1560 | 860  | 0.0008
1560 | 880  | 0.0007
1560 | 900  | 0.0006
1560 | 920  | 0.0005
1560 | 940  | 0.0004
1560 | 960  | 0.0004
1560 | 980  | 0.0003
1580 | 1000 | 0.0003
1580 | 100  | 98.1800
1580 | 120  | 32.4300
1580 | 140  | 14.3400
1580 | 160  | 7.3410
1580 | 180  | 4.1280
1580 | 200  | 2.4950
1580 | 220  | 1.5860
1580 | 240  | 1.0480
1580 | 260  | 0.7169
1580 | 280  | 0.5012
1580 | 300  | 0.3599
1580 | 320  | 0.2625
1580 | 340  | 0.1951
1580 | 360  | 0.1463
1580 | 380  | 0.1125
1580 | 400  | 0.0868
1580 | 420  | 0.0669
1580 | 440  | 0.0524
1580 | 460  | 0.0413
1580 | 480  | 0.0333
1580 | 500  | 0.0262
1580 | 520  | 0.0211
1580 | 540  | 0.0171
1580 | 560  | 0.0139
1580 | 580  | 0.0112
1580 | 600  | 0.0091
1580 | 620  | 0.0076
1580 | 640  | 0.0062
1580 | 660  | 0.0050
1580 | 680  | 0.0042
1580 | 700  | 0.0035
1580 | 720  | 0.0029
1580 | 740  | 0.0024
1580 | 760  | 0.0020
1580 | 780  | 0.0017
1580 | 800  | 0.0014
1580 | 820  | 0.0012
1580 | 840  | 0.0010
1580 | 860  | 0.0008
1580 | 880  | 0.0007
1580 | 900  | 0.0006
1580 | 920  | 0.0005
1580 | 940  | 0.0004
1580 | 960  | 0.0004
1580 | 980  | 0.0003
1600 | 1000 | 0.0003
1600 | 100  | 101.1000
1600 | 120  | 32.6200
1600 | 140  | 14.4300
1600 | 160  | 7.4000
1600 | 180  | 4.1390
1600 | 200  | 2.4920
1600 | 220  | 1.5780
1600 | 240  | 1.0470
1600 | 260  | 0.7179
1600 | 280  | 0.5045
1600 | 300  | 0.3603
1600 | 320  | 0.2623
1600 | 340  | 0.1964
1600 | 360  | 0.1481
1600 | 380  | 0.1122
1600 | 400  | 0.0866
1600 | 420  | 0.0670
1600 | 440  | 0.0524
1600 | 460  | 0.0417
1600 | 480  | 0.0330
1600 | 500  | 0.0263
1600 | 520  | 0.0212
1600 | 540  | 0.0171
1600 | 560  | 0.0138
1600 | 580  | 0.0114
1600 | 600  | 0.0092
1600 | 620  | 0.0075
1600 | 640  | 0.0062
1600 | 660  | 0.0051
1600 | 680  | 0.0042
1600 | 700  | 0.0035
1600 | 720  | 0.0029
1600 | 740  | 0.0024
1600 | 760  | 0.0020
1600 | 780  | 0.0017
1600 | 800  | 0.0014
1600 | 820  | 0.0012
1600 | 840  | 0.0010
1600 | 860  | 0.0008
1600 | 880  | 0.0007
1600 | 900  | 0.0006
1600 | 920  | 0.0005
1600 | 940  | 0.0004
1600 | 960  | 0.0004
1600 | 980  | 0.0003
160  | 100  | 1286.0000
160  | 120  | 150.3000
160  | 140  | 69.5600
160  | 160  | 36.5200
160  | 180  | 20.5600
160  | 200  | 12.1100
160  | 220  | 7.4200
160  | 240  | 4.6770
160  | 260  | 3.0520
160  | 280  | 2.0070
160  | 300  | 1.3710
160  | 320  | 0.9443
160  | 340  | 0.6653
160  | 360  | 0.4771
160  | 380  | 0.3433
160  | 400  | 0.2512
160  | 420  | 0.1849
160  | 440  | 0.1382
160  | 460  | 0.1039
160  | 480  | 0.0788
160  | 500  | 0.0612
160  | 520  | 0.0472
160  | 540  | 0.0369
160  | 560  | 0.0290
160  | 580  | 0.0230
160  | 600  | 0.0182
160  | 620  | 0.0147
160  | 640  | 0.0119
160  | 660  | 0.0096
160  | 680  | 0.0079
160  | 700  | 0.0065
160  | 720  | 0.0054
160  | 740  | 0.0045
160  | 760  | 0.0037
160  | 780  | 0.0032
1620 | 1000 | 0.0003
1620 | 100  | 104.0000
1620 | 120  | 32.9500
1620 | 140  | 14.5300
1620 | 160  | 7.4440
1620 | 180  | 4.1570
1620 | 200  | 2.5060
1620 | 220  | 1.5870
1620 | 240  | 1.0480
1620 | 260  | 0.7154
1620 | 280  | 0.5025
1620 | 300  | 0.3610
1620 | 320  | 0.2630
1620 | 340  | 0.1948
1620 | 360  | 0.1475
1620 | 380  | 0.1123
1620 | 400  | 0.0865
1620 | 420  | 0.0673
1620 | 440  | 0.0526
1620 | 460  | 0.0414
1620 | 480  | 0.0333
1620 | 500  | 0.0262
1620 | 520  | 0.0213
1620 | 540  | 0.0171
1620 | 560  | 0.0139
1620 | 580  | 0.0113
1620 | 600  | 0.0093
1620 | 620  | 0.0076
1620 | 640  | 0.0062
1620 | 660  | 0.0051
1620 | 680  | 0.0042
1620 | 700  | 0.0035
1620 | 720  | 0.0029
1620 | 740  | 0.0024
1620 | 760  | 0.0020
1620 | 780  | 0.0017
1620 | 800  | 0.0014
1620 | 820  | 0.0012
1620 | 840  | 0.0010
1620 | 860  | 0.0008
1620 | 880  | 0.0007
1620 | 900  | 0.0006
1620 | 920  | 0.0005
1620 | 940  | 0.0004
1620 | 960  | 0.0004
1620 | 980  | 0.0003
1640 | 1000 | 0.0003
1640 | 100  | 107.9000
1640 | 120  | 33.5400
1640 | 140  | 14.5900
1640 | 160  | 7.3740
1640 | 180  | 4.1620
1640 | 200  | 2.4980
1640 | 220  | 1.5900
1640 | 240  | 1.0480
1640 | 260  | 0.7189
1640 | 280  | 0.5042
1640 | 300  | 0.3626
1640 | 320  | 0.2623
1640 | 340  | 0.1947
1640 | 360  | 0.1479
1640 | 380  | 0.1128
1640 | 400  | 0.0871
1640 | 420  | 0.0674
1640 | 440  | 0.0531
1640 | 460  | 0.0418
1640 | 480  | 0.0333
1640 | 500  | 0.0267
1640 | 520  | 0.0213
1640 | 540  | 0.0172
1640 | 560  | 0.0139
1640 | 580  | 0.0113
1640 | 600  | 0.0093
1640 | 620  | 0.0075
1640 | 640  | 0.0062
1640 | 660  | 0.0051
1640 | 680  | 0.0043
1640 | 700  | 0.0035
1640 | 720  | 0.0029
1640 | 740  | 0.0024
1640 | 760  | 0.0020
1640 | 780  | 0.0017
1640 | 800  | 0.0014
1640 | 820  | 0.0012
1640 | 840  | 0.0010
1640 | 860  | 0.0008
1640 | 880  | 0.0007
1640 | 900  | 0.0006
1640 | 920  | 0.0005
1640 | 940  | 0.0004
1640 | 960  | 0.0004
1640 | 980  | 0.0003
1660 | 1000 | 0.0003
1660 | 100  | 112.5000
1660 | 120  | 33.7000
1660 | 140  | 14.7300
1660 | 160  | 7.4760
1660 | 180  | 4.1710
1660 | 200  | 2.5080
1660 | 220  | 1.5840
1660 | 240  | 1.0500
1660 | 260  | 0.7142
1660 | 280  | 0.5056
1660 | 300  | 0.3597
1660 | 320  | 0.2641
1660 | 340  | 0.1958
1660 | 360  | 0.1481
1660 | 380  | 0.1128
1660 | 400  | 0.0868
1660 | 420  | 0.0677
1660 | 440  | 0.0529
1660 | 460  | 0.0418
1660 | 480  | 0.0334
1660 | 500  | 0.0265
1660 | 520  | 0.0213
1660 | 540  | 0.0172
1660 | 560  | 0.0139
1660 | 580  | 0.0114
1660 | 600  | 0.0093
1660 | 620  | 0.0076
1660 | 640  | 0.0062
1660 | 660  | 0.0052
1660 | 680  | 0.0042
1660 | 700  | 0.0035
1660 | 720  | 0.0029
1660 | 740  | 0.0024
1660 | 760  | 0.0020
1660 | 780  | 0.0017
1660 | 800  | 0.0014
1660 | 820  | 0.0012
1660 | 840  | 0.0010
1660 | 860  | 0.0008
1660 | 880  | 0.0007
1660 | 900  | 0.0006
1660 | 920  | 0.0005
1660 | 940  | 0.0004
1660 | 960  | 0.0004
1660 | 980  | 0.0003
1680 | 1000 | 0.0003
1680 | 100  | 116.8000
1680 | 120  | 34.0600
1680 | 140  | 14.7000
1680 | 160  | 7.4560
1680 | 180  | 4.1960
1680 | 200  | 2.5240
1680 | 220  | 1.5880
1680 | 240  | 1.0460
1680 | 260  | 0.7161
1680 | 280  | 0.5036
1680 | 300  | 0.3640
1680 | 320  | 0.2625
1680 | 340  | 0.1965
1680 | 360  | 0.1473
1680 | 380  | 0.1137
1680 | 400  | 0.0873
1680 | 420  | 0.0677
1680 | 440  | 0.0532
1680 | 460  | 0.0419
1680 | 480  | 0.0335
1680 | 500  | 0.0266
1680 | 520  | 0.0215
1680 | 540  | 0.0174
1680 | 560  | 0.0140
1680 | 580  | 0.0114
1680 | 600  | 0.0093
1680 | 620  | 0.0076
1680 | 640  | 0.0063
1680 | 660  | 0.0052
1680 | 680  | 0.0042
1680 | 700  | 0.0035
1680 | 720  | 0.0029
1680 | 740  | 0.0024
1680 | 760  | 0.0020
1680 | 780  | 0.0017
1680 | 800  | 0.0014
1680 | 820  | 0.0012
1680 | 840  | 0.0010
1680 | 860  | 0.0008
1680 | 880  | 0.0007
1680 | 900  | 0.0006
1680 | 920  | 0.0005
1680 | 940  | 0.0004
1680 | 960  | 0.0004
1680 | 980  | 0.0003
1700 | 1000 | 0.0003
1700 | 100  | 122.8000
1700 | 120  | 34.9000
1700 | 140  | 14.8200
1700 | 160  | 7.5010
1700 | 180  | 4.2070
1700 | 200  | 2.5250
1700 | 220  | 1.6010
1700 | 240  | 1.0530
1700 | 260  | 0.7201
1700 | 280  | 0.5054
1700 | 300  | 0.3634
1700 | 320  | 0.2654
1700 | 340  | 0.1959
1700 | 360  | 0.1495
1700 | 380  | 0.1137
1700 | 400  | 0.0870
1700 | 420  | 0.0679
1700 | 440  | 0.0532
1700 | 460  | 0.0420
1700 | 480  | 0.0335
1700 | 500  | 0.0267
1700 | 520  | 0.0215
1700 | 540  | 0.0174
1700 | 560  | 0.0140
1700 | 580  | 0.0115
1700 | 600  | 0.0093
1700 | 620  | 0.0076
1700 | 640  | 0.0062
1700 | 660  | 0.0051
1700 | 680  | 0.0043
1700 | 700  | 0.0035
1700 | 720  | 0.0029
1700 | 740  | 0.0025
1700 | 760  | 0.0020
1700 | 780  | 0.0017
1700 | 800  | 0.0014
1700 | 820  | 0.0012
1700 | 840  | 0.0010
1700 | 860  | 0.0008
1700 | 880  | 0.0007
1700 | 900  | 0.0006
1700 | 920  | 0.0005
1700 | 940  | 0.0004
1700 | 960  | 0.0004
1700 | 980  | 0.0003
1720 | 1000 | 0.0003
1720 | 100  | 129.3000
1720 | 120  | 34.9800
1720 | 140  | 14.9200
1720 | 160  | 7.5350
1720 | 180  | 4.2040
1720 | 200  | 2.5280
1720 | 220  | 1.5930
1720 | 240  | 1.0520
1720 | 260  | 0.7196
1720 | 280  | 0.5052
1720 | 300  | 0.3639
1720 | 320  | 0.2655
1720 | 340  | 0.1964
1720 | 360  | 0.1486
1720 | 380  | 0.1133
1720 | 400  | 0.0872
1720 | 420  | 0.0681
1720 | 440  | 0.0532
1720 | 460  | 0.0421
1720 | 480  | 0.0336
1720 | 500  | 0.0268
1720 | 520  | 0.0215
1720 | 540  | 0.0175
1720 | 560  | 0.0140
1720 | 580  | 0.0115
1720 | 600  | 0.0094
1720 | 620  | 0.0076
1720 | 640  | 0.0063
1720 | 660  | 0.0052
1720 | 680  | 0.0043
1720 | 700  | 0.0036
1720 | 720  | 0.0029
1720 | 740  | 0.0025
1720 | 760  | 0.0021
1720 | 780  | 0.0017
1720 | 800  | 0.0014
1720 | 820  | 0.0012
1720 | 840  | 0.0010
1720 | 860  | 0.0008
1720 | 880  | 0.0007
1720 | 900  | 0.0006
1720 | 920  | 0.0005
1720 | 940  | 0.0004
1720 | 960  | 0.0004
1720 | 980  | 0.0003
1740 | 1000 | 0.0003
1740 | 100  | 138.2000
1740 | 120  | 35.7400
1740 | 140  | 15.0700
1740 | 160  | 7.5810
1740 | 180  | 4.2320
1740 | 200  | 2.5370
1740 | 220  | 1.6020
1740 | 240  | 1.0600
1740 | 260  | 0.7254
1740 | 280  | 0.5101
1740 | 300  | 0.3640
1740 | 320  | 0.2663
1740 | 340  | 0.1973
1740 | 360  | 0.1490
1740 | 380  | 0.1141
1740 | 400  | 0.0876
1740 | 420  | 0.0686
1740 | 440  | 0.0532
1740 | 460  | 0.0423
1740 | 480  | 0.0338
1740 | 500  | 0.0267
1740 | 520  | 0.0216
1740 | 540  | 0.0173
1740 | 560  | 0.0142
1740 | 580  | 0.0115
1740 | 600  | 0.0094
1740 | 620  | 0.0077
1740 | 640  | 0.0063
1740 | 660  | 0.0052
1740 | 680  | 0.0043
1740 | 700  | 0.0035
1740 | 720  | 0.0030
1740 | 740  | 0.0025
1740 | 760  | 0.0020
1740 | 780  | 0.0017
1740 | 800  | 0.0014
1740 | 820  | 0.0012
1740 | 840  | 0.0010
1740 | 860  | 0.0008
1740 | 880  | 0.0007
1740 | 900  | 0.0006
1740 | 920  | 0.0005
1740 | 940  | 0.0004
1740 | 960  | 0.0004
1740 | 980  | 0.0003
1760 | 1000 | 0.0003
1760 | 100  | 148.4000
1760 | 120  | 36.5200
1760 | 140  | 15.2300
1760 | 160  | 7.6560
1760 | 180  | 4.2670
1760 | 200  | 2.5330
1760 | 220  | 1.6060
1760 | 240  | 1.0570
1760 | 260  | 0.7250
1760 | 280  | 0.5073
1760 | 300  | 0.3632
1760 | 320  | 0.2663
1760 | 340  | 0.1985
1760 | 360  | 0.1494
1760 | 380  | 0.1135
1760 | 400  | 0.0874
1760 | 420  | 0.0685
1760 | 440  | 0.0533
1760 | 460  | 0.0423
1760 | 480  | 0.0334
1760 | 500  | 0.0268
1760 | 520  | 0.0216
1760 | 540  | 0.0174
1760 | 560  | 0.0141
1760 | 580  | 0.0116
1760 | 600  | 0.0094
1760 | 620  | 0.0077
1760 | 640  | 0.0063
1760 | 660  | 0.0052
1760 | 680  | 0.0043
1760 | 700  | 0.0036
1760 | 720  | 0.0030
1760 | 740  | 0.0025
1760 | 760  | 0.0021
1760 | 780  | 0.0017
1760 | 800  | 0.0014
1760 | 820  | 0.0012
1760 | 840  | 0.0010
1760 | 860  | 0.0009
1760 | 880  | 0.0007
1760 | 900  | 0.0006
1760 | 920  | 0.0005
1760 | 940  | 0.0004
1760 | 960  | 0.0004
1760 | 980  | 0.0003
1780 | 1000 | 0.0003
1780 | 100  | 161.9000
1780 | 120  | 37.4000
1780 | 140  | 15.3500
1780 | 160  | 7.6650
1780 | 180  | 4.2510
1780 | 200  | 2.5470
1780 | 220  | 1.6060
1780 | 240  | 1.0650
1780 | 260  | 0.7232
1780 | 280  | 0.5088
1780 | 300  | 0.3644
1780 | 320  | 0.2672
1780 | 340  | 0.1996
1780 | 360  | 0.1499
1780 | 380  | 0.1143
1780 | 400  | 0.0879
1780 | 420  | 0.0683
1780 | 440  | 0.0537
1780 | 460  | 0.0428
1780 | 480  | 0.0338
1780 | 500  | 0.0271
1780 | 520  | 0.0218
1780 | 540  | 0.0176
1780 | 560  | 0.0142
1780 | 580  | 0.0116
1780 | 600  | 0.0094
1780 | 620  | 0.0077
1780 | 640  | 0.0063
1780 | 660  | 0.0052
1780 | 680  | 0.0043
1780 | 700  | 0.0036
1780 | 720  | 0.0030
1780 | 740  | 0.0025
1780 | 760  | 0.0021
1780 | 780  | 0.0017
1780 | 800  | 0.0015
1780 | 820  | 0.0012
1780 | 840  | 0.0010
1780 | 860  | 0.0009
1780 | 880  | 0.0007
1780 | 900  | 0.0006
1780 | 920  | 0.0005
1780 | 940  | 0.0004
1780 | 960  | 0.0004
1780 | 980  | 0.0003
1800 | 1000 | 0.0003
1800 | 120  | 38.2700
1800 | 140  | 15.5200
1800 | 160  | 7.7610
1800 | 180  | 4.2800
1800 | 200  | 2.5600
1800 | 220  | 1.6150
1800 | 240  | 1.0680
1800 | 260  | 0.7282
1800 | 280  | 0.5091
1800 | 300  | 0.3657
1800 | 320  | 0.2670
1800 | 340  | 0.2001
1800 | 360  | 0.1501
1800 | 380  | 0.1146
1800 | 400  | 0.0881
1800 | 420  | 0.0685
1800 | 440  | 0.0537
1800 | 460  | 0.0426
1800 | 480  | 0.0338
1800 | 500  | 0.0270
1800 | 520  | 0.0218
1800 | 540  | 0.0176
1800 | 560  | 0.0143
1800 | 580  | 0.0116
1800 | 600  | 0.0094
1800 | 620  | 0.0077
1800 | 640  | 0.0064
1800 | 660  | 0.0053
1800 | 680  | 0.0043
1800 | 700  | 0.0036
1800 | 720  | 0.0030
